Title2,Title,Poem,first_line,line1,line2,line3,line4,line5,line6,line7
,"HOW MANY, HOW MUCH (A Light in the Attic)","How many slams in an old screen door?<br><br>
Depends how loud you shut it.<br><br>
How many slices in a bread?<br><br>
Depends how thin you cut it.<br><br>
How much good inside a day?<br><br>
Depends how good you live ‘em.<br><br>
How much love inside a friend?<br><br>
Depends how much you give ‘em.<br><br>",How many slams in an old screen door?,"My friend, my love",My heart leaps with each bang,Of that slamming screen door,Another visitor comes and another sound,Of someone slamming that door,Comes back around and it,Let's me know that my home will be filled with love
,"HOW MANY, HOW MUCH (A Light in the Attic)","How many slams in an old screen door?<br><br>
Depends how loud you shut it.<br><br>
How many slices in a bread?<br><br>
Depends how thin you cut it.<br><br>
How much good inside a day?<br><br>
Depends how good you live ‘em.<br><br>
How much love inside a friend?<br><br>
Depends how much you give ‘em.<br><br>",How many slams in an old screen door?,How many slams in an old screen door?,Depends how loud you shut it,How many slices in a bread?,How many slices in a bread?,Depends how you cut it,How many friends in my life?,"Many, so much love"
,"HOW MANY, HOW MUCH (A Light in the Attic)","How many slams in an old screen door?<br><br>
Depends how loud you shut it.<br><br>
How many slices in a bread?<br><br>
Depends how thin you cut it.<br><br>
How much good inside a day?<br><br>
Depends how good you live ‘em.<br><br>
How much love inside a friend?<br><br>
Depends how much you give ‘em.<br><br>",How many slams in an old screen door?,How many slams in an old screen door?,Depends how loud you shut it,How many slices in a bread?,How many friends in my memory?,How many friends in my memory?,So much love in my memory!,Every door in my memory opens!
,"HOW MANY, HOW MUCH (A Light in the Attic)","How many slams in an old screen door?<br><br>
Depends how loud you shut it.<br><br>
How many slices in a bread?<br><br>
Depends how thin you cut it.<br><br>
How much good inside a day?<br><br>
Depends how good you live ‘em.<br><br>
How much love inside a friend?<br><br>
Depends how much you give ‘em.<br><br>",How many slams in an old screen door?,How many slams in an old screen door?,Depends how loud you shut it,How many slices in a bread?,How many slices in a bread?,Just ask your best friend for the truth is what you'll get,you two share a love that everyone can see,no need to open the door to world who cannot see
,"HOW MANY, HOW MUCH (A Light in the Attic)","How many slams in an old screen door?<br><br>
Depends how loud you shut it.<br><br>
How many slices in a bread?<br><br>
Depends how thin you cut it.<br><br>
How much good inside a day?<br><br>
Depends how good you live ‘em.<br><br>
How much love inside a friend?<br><br>
Depends how much you give ‘em.<br><br>",How many slams in an old screen door?,"I ask you now, my friend",Does the noise ever end,Every time you slam the door.,Alas our love,fit like a glove,like a dove,through the doorway
,"HOW MANY, HOW MUCH (A Light in the Attic)","How many slams in an old screen door?<br><br>
Depends how loud you shut it.<br><br>
How many slices in a bread?<br><br>
Depends how thin you cut it.<br><br>
How much good inside a day?<br><br>
Depends how good you live ‘em.<br><br>
How much love inside a friend?<br><br>
Depends how much you give ‘em.<br><br>",How many slams in an old screen door?,"I ask you now, my friend",Does the noise ever end,Every time you slam the door.,Hearing you enter makes me smile,You're here again,Ready to see my friend,I hope the slams never end
,"HOW MANY, HOW MUCH (A Light in the Attic)","How many slams in an old screen door?<br><br>
Depends how loud you shut it.<br><br>
How many slices in a bread?<br><br>
Depends how thin you cut it.<br><br>
How much good inside a day?<br><br>
Depends how good you live ‘em.<br><br>
How much love inside a friend?<br><br>
Depends how much you give ‘em.<br><br>",How many slams in an old screen door?,"I ask you now, my friend",Does the noise ever end,Every time you slam the door.,That old wooden door,slams loud with a gust of wind,I love the wind and that old door,so slam it loud once again.
,HOW NOT TO HAVE TO DRY THE DISHES (Falling Up),"If you have to dry the dishes
(Such an awful, boring chore)
If you hIf you have to dry the dishes<br><br>
(Such an awful, boring chore)<br><br>
If you have to dry the dishes<br><br>
(‘Stead of going to the store)<br><br>
If you have to dry the dishes<br><br>
And you drop one on the floor—<br><br>
Maybe they won’t let you<br><br>
Dry the dishes anymore.<br><br>ave to dry the dishes
(‘Stead of going to the store)
If you have to dry the dishes
And you drop one on the floor—
Maybe they won’t let you
Dry the dishes anymore.",If you have to dry the dishes,make sure not a one do you drop,I know it's always a chore for you,but please don't use the mop!,"Handle the dishes with care,",they are delicate objects indeed.,"You need not dislike this chore,",gain enthusiasm with a drop of speed.
,HOW NOT TO HAVE TO DRY THE DISHES (Falling Up),"If you have to dry the dishes
(Such an awful, boring chore)
If you hIf you have to dry the dishes<br><br>
(Such an awful, boring chore)<br><br>
If you have to dry the dishes<br><br>
(‘Stead of going to the store)<br><br>
If you have to dry the dishes<br><br>
And you drop one on the floor—<br><br>
Maybe they won’t let you<br><br>
Dry the dishes anymore.<br><br>ave to dry the dishes
(‘Stead of going to the store)
If you have to dry the dishes
And you drop one on the floor—
Maybe they won’t let you
Dry the dishes anymore.",If you have to dry the dishes,make sure not a one do you drop,I know it's always a chore for you,but please don't use the mop!,"Big Bird is way up high at the moment,","And I'm just lost in all the rainbows,",We never get Oscar the Grouch to come out and play.,"The Count laughs ""AH AH AH"" when he's counting,"
,HOW NOT TO HAVE TO DRY THE DISHES (Falling Up),"If you have to dry the dishes
(Such an awful, boring chore)
If you hIf you have to dry the dishes<br><br>
(Such an awful, boring chore)<br><br>
If you have to dry the dishes<br><br>
(‘Stead of going to the store)<br><br>
If you have to dry the dishes<br><br>
And you drop one on the floor—<br><br>
Maybe they won’t let you<br><br>
Dry the dishes anymore.<br><br>ave to dry the dishes
(‘Stead of going to the store)
If you have to dry the dishes
And you drop one on the floor—
Maybe they won’t let you
Dry the dishes anymore.",If you have to dry the dishes,"don't think of it as a chore,",just drop it in the dishwasaher,and it'll keep drying it some more,"Good old friends with Scooter and Fuzzy,","And I'm small and skinny,",A quiet frog that's on the roam.,"Animal's clearing out the whole fridge,"
,HOW NOT TO HAVE TO DRY THE DISHES (Falling Up),"If you have to dry the dishes
(Such an awful, boring chore)
If you hIf you have to dry the dishes<br><br>
(Such an awful, boring chore)<br><br>
If you have to dry the dishes<br><br>
(‘Stead of going to the store)<br><br>
If you have to dry the dishes<br><br>
And you drop one on the floor—<br><br>
Maybe they won’t let you<br><br>
Dry the dishes anymore.<br><br>ave to dry the dishes
(‘Stead of going to the store)
If you have to dry the dishes
And you drop one on the floor—
Maybe they won’t let you
Dry the dishes anymore.",If you have to dry the dishes,"don't think of it as a chore,",just drop it in the dishwasaher,and it'll keep drying it some more,Now it's not a chore any more!,Unless they're much too hot,Don't drop them! Just remember,Better too wet than too hot!
,HOW NOT TO HAVE TO DRY THE DISHES (Falling Up),"If you have to dry the dishes
(Such an awful, boring chore)
If you hIf you have to dry the dishes<br><br>
(Such an awful, boring chore)<br><br>
If you have to dry the dishes<br><br>
(‘Stead of going to the store)<br><br>
If you have to dry the dishes<br><br>
And you drop one on the floor—<br><br>
Maybe they won’t let you<br><br>
Dry the dishes anymore.<br><br>ave to dry the dishes
(‘Stead of going to the store)
If you have to dry the dishes
And you drop one on the floor—
Maybe they won’t let you
Dry the dishes anymore.",If you have to dry the dishes,"don't think of it as a chore,",just drop it in the dishwasaher,and it'll keep drying it some more,Remember not to drop the dishes,unto the floor,You would have to pick up the pieces,which is quite a chore
,HOW NOT TO HAVE TO DRY THE DISHES (Falling Up),"If you have to dry the dishes
(Such an awful, boring chore)
If you hIf you have to dry the dishes<br><br>
(Such an awful, boring chore)<br><br>
If you have to dry the dishes<br><br>
(‘Stead of going to the store)<br><br>
If you have to dry the dishes<br><br>
And you drop one on the floor—<br><br>
Maybe they won’t let you<br><br>
Dry the dishes anymore.<br><br>ave to dry the dishes
(‘Stead of going to the store)
If you have to dry the dishes
And you drop one on the floor—
Maybe they won’t let you
Dry the dishes anymore.",If you have to dry the dishes,don't put a mushy food in it,"afterall, you will let it dry again",Oh these chores make me sick,If you have to dry the dishes,don't put a mushy food in it,"afterall, you will let it dry again",Oh these chores make me sick
,HOW NOT TO HAVE TO DRY THE DISHES (Falling Up),"If you have to dry the dishes
(Such an awful, boring chore)
If you hIf you have to dry the dishes<br><br>
(Such an awful, boring chore)<br><br>
If you have to dry the dishes<br><br>
(‘Stead of going to the store)<br><br>
If you have to dry the dishes<br><br>
And you drop one on the floor—<br><br>
Maybe they won’t let you<br><br>
Dry the dishes anymore.<br><br>ave to dry the dishes
(‘Stead of going to the store)
If you have to dry the dishes
And you drop one on the floor—
Maybe they won’t let you
Dry the dishes anymore.",If you have to dry the dishes,don't put a mushy food in it,"afterall, you will let it dry again",Oh these chores make me sick,oh god got a fever,tiredness is coming,sleeping is come,don't want that any more
,HOW NOT TO HAVE TO DRY THE DISHES (Falling Up),"If you have to dry the dishes
(Such an awful, boring chore)
If you hIf you have to dry the dishes<br><br>
(Such an awful, boring chore)<br><br>
If you have to dry the dishes<br><br>
(‘Stead of going to the store)<br><br>
If you have to dry the dishes<br><br>
And you drop one on the floor—<br><br>
Maybe they won’t let you<br><br>
Dry the dishes anymore.<br><br>ave to dry the dishes
(‘Stead of going to the store)
If you have to dry the dishes
And you drop one on the floor—
Maybe they won’t let you
Dry the dishes anymore.",If you have to dry the dishes,don't put a mushy food in it,"afterall, you will let it dry again",Oh these chores make me sick,Doing the dishes,Is such a chore,Don't drop the plate!,Now you have more!
,HUG O‚ÄôWAR (Where the Sidewalk Ends),"I will not play tug o’ war.<br><br>
I’d rather play hug o’ war,<br><br>
Where everyone hugs<br><br>
Instead of tugs,<br><br>
Where everyone giggles<br><br>
And rolls on the rug,<br><br>
Where everyone kisses,<br><br>
And everyone grins,<br><br>
And everyone cuddles,<br><br>
And everyone wins.<br><br>",I will not play tug o‚Äô war.,It would be fun if he wins,He pulls the rope while he grins,It is a great day to be outdoors.,Dancing potatoes,Kawaii potato,Baked potato!,I‚Äôm a potato!
,HUG O‚ÄôWAR (Where the Sidewalk Ends),"I will not play tug o’ war.<br><br>
I’d rather play hug o’ war,<br><br>
Where everyone hugs<br><br>
Instead of tugs,<br><br>
Where everyone giggles<br><br>
And rolls on the rug,<br><br>
Where everyone kisses,<br><br>
And everyone grins,<br><br>
And everyone cuddles,<br><br>
And everyone wins.<br><br>",I will not play tug o‚Äô war.,Because every alway giggles,"It never matters who wins,",There will be grins and sniggles.,We can play a being straight of face,for then the non-grinner is the ace,And to giggle is to lose,then your grin will only confuse
,HUG O‚ÄôWAR (Where the Sidewalk Ends),"I will not play tug o’ war.<br><br>
I’d rather play hug o’ war,<br><br>
Where everyone hugs<br><br>
Instead of tugs,<br><br>
Where everyone giggles<br><br>
And rolls on the rug,<br><br>
Where everyone kisses,<br><br>
And everyone grins,<br><br>
And everyone cuddles,<br><br>
And everyone wins.<br><br>",I will not play tug o‚Äô war.,"i always fall,im always sore,","she giggles and spins ,again and again",the big kid always wins and i just like to spin.,"As I spin, my face it grins","Passing thoughts amuse, so fast around they go",Such sweet giggles I hear anew,And my heart knows its wins
,HUG O‚ÄôWAR (Where the Sidewalk Ends),"I will not play tug o’ war.<br><br>
I’d rather play hug o’ war,<br><br>
Where everyone hugs<br><br>
Instead of tugs,<br><br>
Where everyone giggles<br><br>
And rolls on the rug,<br><br>
Where everyone kisses,<br><br>
And everyone grins,<br><br>
And everyone cuddles,<br><br>
And everyone wins.<br><br>",I will not play tug o‚Äô war.,"i always fall,im always sore,","she giggles and spins ,again and again",the big kid always wins and i just like to spin.,I will not play tug o‚Äô war.,"i always fall,im always sore,","she giggles and spins ,again and again",the big kid always wins and i just like to spin.
,I MUST REMEMBER (Where the Sidewalk Ends),"I must remember…<br><br>
Turkey on Thanksgiving,<br><br>
Pudding on Christmas,<br><br>
Eggs on Easter,<br><br>
Chicken on Sunday,<br><br>
Fish on Friday,<br><br>
Leftovers, Monday,<br><br>
But ah, me—I’m such a dunce.<br><br>
I went and ate them all at once.<br><br>",I must remember‚Ä¶,but im a dunce,a dunce i am,remember i must.,And when things go,where you can see,that a dunce will be,and that dunce is me!
,I MUST REMEMBER (Where the Sidewalk Ends),"I must remember…<br><br>
Turkey on Thanksgiving,<br><br>
Pudding on Christmas,<br><br>
Eggs on Easter,<br><br>
Chicken on Sunday,<br><br>
Fish on Friday,<br><br>
Leftovers, Monday,<br><br>
But ah, me—I’m such a dunce.<br><br>
I went and ate them all at once.<br><br>",I must remember‚Ä¶,Lily performed a dunce dance,She must do it like a yoga,But she remembered that she should dance a dunce dance,I must remember...,I cannot be such a dunce.,"Yes, I must indeed remember...","Remember, Remember, I must!"
,I MUST REMEMBER (Where the Sidewalk Ends),"I must remember…<br><br>
Turkey on Thanksgiving,<br><br>
Pudding on Christmas,<br><br>
Eggs on Easter,<br><br>
Chicken on Sunday,<br><br>
Fish on Friday,<br><br>
Leftovers, Monday,<br><br>
But ah, me—I’m such a dunce.<br><br>
I went and ate them all at once.<br><br>",I must remember‚Ä¶,Lily performed a dunce dance,She must do it like a yoga,But she remembered that she should dance a dunce dance,but alas! I am no dunce!,and remember I must,with a great thrust,I went on to dance
,I MUST REMEMBER (Where the Sidewalk Ends),"I must remember…<br><br>
Turkey on Thanksgiving,<br><br>
Pudding on Christmas,<br><br>
Eggs on Easter,<br><br>
Chicken on Sunday,<br><br>
Fish on Friday,<br><br>
Leftovers, Monday,<br><br>
But ah, me—I’m such a dunce.<br><br>
I went and ate them all at once.<br><br>",I must remember‚Ä¶,Lily performed a dunce dance,She must do it like a yoga,But she remembered that she should dance a dunce dance,she must get this done,if she could just remeber how,to do this dunce dance,she must try
,I MUST REMEMBER (Where the Sidewalk Ends),"I must remember…<br><br>
Turkey on Thanksgiving,<br><br>
Pudding on Christmas,<br><br>
Eggs on Easter,<br><br>
Chicken on Sunday,<br><br>
Fish on Friday,<br><br>
Leftovers, Monday,<br><br>
But ah, me—I’m such a dunce.<br><br>
I went and ate them all at once.<br><br>",I must remember‚Ä¶,to have lots of fun,"even though I am a dunce,",I should enjoy the sun,Even every dunce,Who has to run very fast,Must remember once,To make it to every class
,I MUST REMEMBER (Where the Sidewalk Ends),"I must remember…<br><br>
Turkey on Thanksgiving,<br><br>
Pudding on Christmas,<br><br>
Eggs on Easter,<br><br>
Chicken on Sunday,<br><br>
Fish on Friday,<br><br>
Leftovers, Monday,<br><br>
But ah, me—I’m such a dunce.<br><br>
I went and ate them all at once.<br><br>",I must remember‚Ä¶,to have lots of fun,"even though I am a dunce,",I should enjoy the sun,Must remember sunscreen for the bum,No one wants to be a peeling dunce,Slater away before I play,Remember to reapply
,I MUST REMEMBER (Where the Sidewalk Ends),"I must remember…<br><br>
Turkey on Thanksgiving,<br><br>
Pudding on Christmas,<br><br>
Eggs on Easter,<br><br>
Chicken on Sunday,<br><br>
Fish on Friday,<br><br>
Leftovers, Monday,<br><br>
But ah, me—I’m such a dunce.<br><br>
I went and ate them all at once.<br><br>",I must remember‚Ä¶,to have lots of fun,"even though I am a dunce,",I should enjoy the sun,I MUST REMEMBER...,TO ENJOY THESE HITS,EVEN THOUGH I AM SLOW,I SHOULD ENJOY WHAT I GET
,I WON‚ÄôT HATCH (Where the Sidewalk Ends),"Oh I am a chicken who lives in an egg,
But I will not hatch, I will not hatch.
The hens they all cackle, the roosters all beg,
But I will not hatch, I will not hatch.
For I hear all the talk of pollution and war
As the people all shout and the airplanes roar,
So I’m staying in here where it’s safe and it’s warm,
And I WILL NOT HATCH!","Oh I am a chicken who lives in an egg,",I wish to see the blue sky overhead,"I must hatch, I must hatch",For I'll end up dead,"oh i am a chicken who lives in an egg,",i wish to see the blue sky overhead,"i must hatch, i must hatch",for i 'll end up dead
,I WON‚ÄôT HATCH (Where the Sidewalk Ends),"Oh I am a chicken who lives in an egg,
But I will not hatch, I will not hatch.
The hens they all cackle, the roosters all beg,
But I will not hatch, I will not hatch.
For I hear all the talk of pollution and war
As the people all shout and the airplanes roar,
So I’m staying in here where it’s safe and it’s warm,
And I WILL NOT HATCH!","Oh I am a chicken who lives in an egg,",I wish to see the blue sky overhead,"I must hatch, I must hatch",For I'll end up dead,"Oh I am a chicken who lives in an egg,",I wish to see the blue sky overhead,"I must hatch, I must hatch",For I'll end up dead
,I WON‚ÄôT HATCH (Where the Sidewalk Ends),"Oh I am a chicken who lives in an egg,
But I will not hatch, I will not hatch.
The hens they all cackle, the roosters all beg,
But I will not hatch, I will not hatch.
For I hear all the talk of pollution and war
As the people all shout and the airplanes roar,
So I’m staying in here where it’s safe and it’s warm,
And I WILL NOT HATCH!","Oh I am a chicken who lives in an egg,",I do not want to hatch today,I am safe in my little shell,I am not ready to greet the world.,when i was young i saw a chicken in a farm,the egg was cracked,I said oh my god it wont hatch,to join my other batch.
,I WON‚ÄôT HATCH (Where the Sidewalk Ends),"Oh I am a chicken who lives in an egg,
But I will not hatch, I will not hatch.
The hens they all cackle, the roosters all beg,
But I will not hatch, I will not hatch.
For I hear all the talk of pollution and war
As the people all shout and the airplanes roar,
So I’m staying in here where it’s safe and it’s warm,
And I WILL NOT HATCH!","Oh I am a chicken who lives in an egg,",I do not want to hatch today,I am safe in my little shell,I am not ready to greet the world.,This egg is my place.,I am warm and safe in my home.,"If I hatch today, my home will crack.","Oh, I am a chicken who wants to stay."
,I WON‚ÄôT HATCH (Where the Sidewalk Ends),"Oh I am a chicken who lives in an egg,
But I will not hatch, I will not hatch.
The hens they all cackle, the roosters all beg,
But I will not hatch, I will not hatch.
For I hear all the talk of pollution and war
As the people all shout and the airplanes roar,
So I’m staying in here where it’s safe and it’s warm,
And I WILL NOT HATCH!","Oh I am a chicken who lives in an egg,",I do not want to hatch today,I am safe in my little shell,I am not ready to greet the world.,I do not want to greet the world,Because my egg is nice and warm,I am a little chicken all curled,I will not hatch for the world
,I WON‚ÄôT HATCH (Where the Sidewalk Ends),"Oh I am a chicken who lives in an egg,
But I will not hatch, I will not hatch.
The hens they all cackle, the roosters all beg,
But I will not hatch, I will not hatch.
For I hear all the talk of pollution and war
As the people all shout and the airplanes roar,
So I’m staying in here where it’s safe and it’s warm,
And I WILL NOT HATCH!","Oh I am a chicken who lives in an egg,","and it feels like i'm about to hatch,","if i ended up in a lonely world,",i hope I find my match,in another chicken,because im bout to hatch,this egg is so lonely,i must find another chicken
,I WON‚ÄôT HATCH (Where the Sidewalk Ends),"Oh I am a chicken who lives in an egg,
But I will not hatch, I will not hatch.
The hens they all cackle, the roosters all beg,
But I will not hatch, I will not hatch.
For I hear all the talk of pollution and war
As the people all shout and the airplanes roar,
So I’m staying in here where it’s safe and it’s warm,
And I WILL NOT HATCH!","Oh I am a chicken who lives in an egg,","and it feels like i'm about to hatch,","if i ended up in a lonely world,",i hope I find my match,Is sand called sand because it‚Äôs between sea and land?,Why do we park on driveways and drive on parkways?,A rainbow comes after a rainbow.,"I see air, it looks invisible..."
,I WON‚ÄôT HATCH (Where the Sidewalk Ends),"Oh I am a chicken who lives in an egg,
But I will not hatch, I will not hatch.
The hens they all cackle, the roosters all beg,
But I will not hatch, I will not hatch.
For I hear all the talk of pollution and war
As the people all shout and the airplanes roar,
So I’m staying in here where it’s safe and it’s warm,
And I WILL NOT HATCH!","Oh I am a chicken who lives in an egg,","and it feels like i'm about to hatch,","if i ended up in a lonely world,",i hope I find my match,But if I find my match I hope not to become too attached,For we will grow and play and become chickens one day,"And when that day comes, my duty will be to lay eggs",That'll I'll never see become chickens.
,INVENTION (Where the Sidewalk Ends),"I’ve done it, I’ve done it!<br><br>
Guess what I’ve done!<br><br>
Invented a light that plugs into the sun.<br><br>
The sun is bright enough,<br><br>
The bulb is strong enough,<br><br>
But, oh, there’s only one thing wrong…<br><br>

The cord ain’t long enough.<br><br>","I‚Äôve done it, I‚Äôve done it!",Now don't ask again,I've much to do,Before I perfect my tan,"i 've done it,i've done it!",now don't ask again,i've much to do,before i perfect my tan
,INVENTION (Where the Sidewalk Ends),"I’ve done it, I’ve done it!<br><br>
Guess what I’ve done!<br><br>
Invented a light that plugs into the sun.<br><br>
The sun is bright enough,<br><br>
The bulb is strong enough,<br><br>
But, oh, there’s only one thing wrong…<br><br>

The cord ain’t long enough.<br><br>","I‚Äôve done it, I‚Äôve done it!",Now don't ask again,I've much to do,Before I perfect my tan,"You're trouble, you're toil.","Yes, trouble and toil.",With you I think I'll bring to the boil.,A pinch of salt and a teaspoon of oil
,INVENTION (Where the Sidewalk Ends),"I’ve done it, I’ve done it!<br><br>
Guess what I’ve done!<br><br>
Invented a light that plugs into the sun.<br><br>
The sun is bright enough,<br><br>
The bulb is strong enough,<br><br>
But, oh, there’s only one thing wrong…<br><br>

The cord ain’t long enough.<br><br>","I‚Äôve done it, I‚Äôve done it!",Now don't ask again,I've much to do,Before I perfect my tan,it's finished? is the task done?,I've done all i can,it was well planted,the woopie cushion will sound at the beginning of class
,INVENTION (Where the Sidewalk Ends),"I’ve done it, I’ve done it!<br><br>
Guess what I’ve done!<br><br>
Invented a light that plugs into the sun.<br><br>
The sun is bright enough,<br><br>
The bulb is strong enough,<br><br>
But, oh, there’s only one thing wrong…<br><br>

The cord ain’t long enough.<br><br>","I‚Äôve done it, I‚Äôve done it!",I've left the bathroom with pride and glow.,I've done it I've done it!,With toilet paper in in stride and toe.,FUNNY CAT FUNNY CAT,WHERE ARE YOU,I AM HERE,UNDER THE PILLOW
,INVENTION (Where the Sidewalk Ends),"I’ve done it, I’ve done it!<br><br>
Guess what I’ve done!<br><br>
Invented a light that plugs into the sun.<br><br>
The sun is bright enough,<br><br>
The bulb is strong enough,<br><br>
But, oh, there’s only one thing wrong…<br><br>

The cord ain’t long enough.<br><br>","I‚Äôve done it, I‚Äôve done it!",I've left the bathroom with pride and glow.,I've done it I've done it!,With toilet paper in in stride and toe.,I've done it I've done it,I've aimed and striked a pose,I've done it I've done it,I now feel whole and composed
,INVENTION (Where the Sidewalk Ends),"I’ve done it, I’ve done it!<br><br>
Guess what I’ve done!<br><br>
Invented a light that plugs into the sun.<br><br>
The sun is bright enough,<br><br>
The bulb is strong enough,<br><br>
But, oh, there’s only one thing wrong…<br><br>

The cord ain’t long enough.<br><br>","I‚Äôve done it, I‚Äôve done it!",I've left the bathroom with pride and glow.,I've done it I've done it!,With toilet paper in in stride and toe.,"I've done it again, all by myself!",I almost couldn't hold it.,"I've done it again, all by myself!",Good thing nobody stopped to watch it.
,INVENTION (Where the Sidewalk Ends),"I’ve done it, I’ve done it!<br><br>
Guess what I’ve done!<br><br>
Invented a light that plugs into the sun.<br><br>
The sun is bright enough,<br><br>
The bulb is strong enough,<br><br>
But, oh, there’s only one thing wrong…<br><br>

The cord ain’t long enough.<br><br>","I‚Äôve done it, I‚Äôve done it!",I passed the test!,That's one done now,but what about the rest?,"I'm stressing, I'm stressing",And I don't want to guess,What the answers will be,To the rest of the tests
,INVENTION (Where the Sidewalk Ends),"I’ve done it, I’ve done it!<br><br>
Guess what I’ve done!<br><br>
Invented a light that plugs into the sun.<br><br>
The sun is bright enough,<br><br>
The bulb is strong enough,<br><br>
But, oh, there’s only one thing wrong…<br><br>

The cord ain’t long enough.<br><br>","I‚Äôve done it, I‚Äôve done it!",I passed the test!,That's one done now,but what about the rest?,"I‚Äôve done it, I‚Äôve done it!","who is named john,","Poem mood:  Funny  First Line:  I‚Äôve done it, I‚Äôve done it!  I passed the test!  That's one done now",but what about the rest?
,INVENTION (Where the Sidewalk Ends),"I’ve done it, I’ve done it!<br><br>
Guess what I’ve done!<br><br>
Invented a light that plugs into the sun.<br><br>
The sun is bright enough,<br><br>
The bulb is strong enough,<br><br>
But, oh, there’s only one thing wrong…<br><br>

The cord ain’t long enough.<br><br>","I‚Äôve done it, I‚Äôve done it!",I passed the test!,That's one done now,but what about the rest?,And I'm so sorry for it.,"I know that I hurt you,",and I'm sorry I'm not good enough for you.,"I'll never forgive myself,"
,INVITATION (Where the Sidewalk Ends),"If you are a dreamer, come in,<br><br>
If you are a dreamer, a wisher, a liar,<br><br>
A hope-er, a pray-er, a magic bean buyer…<br><br>
If you’re a pretender, come sit by my fire<br><br>
For we have some flax-golden tales to spin.<br><br>
Come in!<br><br>
Come in!<br><br>","If you are a dreamer, come in,",Sit down and talk a while;,"Whether you are fat or thin,",Let's some good vibes compile.,"If you want a story,",sit down and I'll tell you that,"You don't need an invitation to be a dreamer,",you just need the head inside your hat
,INVITATION (Where the Sidewalk Ends),"If you are a dreamer, come in,<br><br>
If you are a dreamer, a wisher, a liar,<br><br>
A hope-er, a pray-er, a magic bean buyer…<br><br>
If you’re a pretender, come sit by my fire<br><br>
For we have some flax-golden tales to spin.<br><br>
Come in!<br><br>
Come in!<br><br>","If you are a dreamer, come in,",Sit down and talk a while;,"Whether you are fat or thin,",Let's some good vibes compile.,I am a dreamer trapped inside a nightmare,"If you heard my story, you'd feel it too.","I'll give you invitation, join me if you dare.","Happy doesn't live here, only fear."
,INVITATION (Where the Sidewalk Ends),"If you are a dreamer, come in,<br><br>
If you are a dreamer, a wisher, a liar,<br><br>
A hope-er, a pray-er, a magic bean buyer…<br><br>
If you’re a pretender, come sit by my fire<br><br>
For we have some flax-golden tales to spin.<br><br>
Come in!<br><br>
Come in!<br><br>","If you are a dreamer, come in,","share your dreams ,its an open invitation","come inside hear the story told,",keep your dreams alive and never get old.,It is cause for celebration to hear the dreams of a dreamer,"The adventures, the drama, the excitement all in one story",The invitation to be whisked away to a far off land,will lead to many happy memories
,INVITATION (Where the Sidewalk Ends),"If you are a dreamer, come in,<br><br>
If you are a dreamer, a wisher, a liar,<br><br>
A hope-er, a pray-er, a magic bean buyer…<br><br>
If you’re a pretender, come sit by my fire<br><br>
For we have some flax-golden tales to spin.<br><br>
Come in!<br><br>
Come in!<br><br>","If you are a dreamer, come in,","share your dreams ,its an open invitation","come inside hear the story told,",keep your dreams alive and never get old.,Believe in your dreams as they are told.,"This story that you hold, will reach the untold.","It's an invitation that brings you hope,","love, equality and a place to unfold."
,INVITATION (Where the Sidewalk Ends),"If you are a dreamer, come in,<br><br>
If you are a dreamer, a wisher, a liar,<br><br>
A hope-er, a pray-er, a magic bean buyer…<br><br>
If you’re a pretender, come sit by my fire<br><br>
For we have some flax-golden tales to spin.<br><br>
Come in!<br><br>
Come in!<br><br>","If you are a dreamer, come in,",to my story,"here is my invitation,",to see all the glory,To see how I made it a success story,Going from a dreamer to an achiever,Thank you all for coming to my dream station,You won't regret accepting the invitation
,INVITATION (Where the Sidewalk Ends),"If you are a dreamer, come in,<br><br>
If you are a dreamer, a wisher, a liar,<br><br>
A hope-er, a pray-er, a magic bean buyer…<br><br>
If you’re a pretender, come sit by my fire<br><br>
For we have some flax-golden tales to spin.<br><br>
Come in!<br><br>
Come in!<br><br>","If you are a dreamer, come in,",to my story,"here is my invitation,",to see all the glory,Where a dreamer can dream,with no hesitation,come and enjoy,here's your invitation
,INVITATION (Where the Sidewalk Ends),"If you are a dreamer, come in,<br><br>
If you are a dreamer, a wisher, a liar,<br><br>
A hope-er, a pray-er, a magic bean buyer…<br><br>
If you’re a pretender, come sit by my fire<br><br>
For we have some flax-golden tales to spin.<br><br>
Come in!<br><br>
Come in!<br><br>","If you are a dreamer, come in,",to my story,"here is my invitation,",to see all the glory,But bring this invitation,show it at the story station,"and you, dreamer will have some laughter",and maybe a Happily ever after
,IT‚ÄôS DARK IN HERE (Where the Sidewalk Ends),"I am writing these poems<br><br>
From inside a lion,<br><br>
And it’s rather dark in here.<br><br>
So please excuse the handwriting<br><br>
Which may not be too clear.<br><br>
But this afternoon by the lion’s cage<br><br>
I’m afraid I got too near.<br><br>
And I’m writing these lines<br><br>
From inside a lion,<br><br>
And it’s rather dark in here.<br><br>",I am writing these poems,"inside a dark room,",i hope this poem is funny,because the lion is in a gloom,The lion is with me,The room is so dark,I hate being inside,Let's go to a park!
