Title2,Title,Poem,first_line,line1,line2,line3,line4,line5,line6,line7
,FISH? (Where the Sidewalk Ends),"The little fish eats the tiny fish,<br><br>
The big fish eats the little fish—<br><br>
So only the biggest fish gets fat.<br><br>
Do you know any folks like that?<br><br>","The little fish eats the tiny fish,",The big one eats the other two,"Now the big fish is fat,",And grew and grew and grew.,"Grow he did, till his tummy exploded in a blast","And out came the fish, the tiny and little.","They couldn't believe it, freedom at last!",Then tiny was popped like a skittle.
,FISH? (Where the Sidewalk Ends),"The little fish eats the tiny fish,<br><br>
The big fish eats the little fish—<br><br>
So only the biggest fish gets fat.<br><br>
Do you know any folks like that?<br><br>","The little fish eats the tiny fish,",The big one eats the other two,"Now the big fish is fat,",And grew and grew and grew.,Then came a big cat,"whose name was ""miew""",but he just played on the mat,so the fat fish just smiled and flew.
,FISH? (Where the Sidewalk Ends),"The little fish eats the tiny fish,<br><br>
The big fish eats the little fish—<br><br>
So only the biggest fish gets fat.<br><br>
Do you know any folks like that?<br><br>","The little fish eats the tiny fish,",the tiny fish gets so sad,The big fish eat the little fish,So seafood is very bad.,the goats eats everything it is true,the goat eats eat self,no wonder its in hell,sadd but true
,FISH? (Where the Sidewalk Ends),"The little fish eats the tiny fish,<br><br>
The big fish eats the little fish—<br><br>
So only the biggest fish gets fat.<br><br>
Do you know any folks like that?<br><br>","The little fish eats the tiny fish,",the tiny fish gets so sad,The big fish eat the little fish,So seafood is very bad.,the little fish safe inside,the belly of the big,the big fish is destined to get fat,"he should eat fruits, like fig"
,FISH? (Where the Sidewalk Ends),"The little fish eats the tiny fish,<br><br>
The big fish eats the little fish—<br><br>
So only the biggest fish gets fat.<br><br>
Do you know any folks like that?<br><br>","The little fish eats the tiny fish,",the tiny fish gets so sad,The big fish eat the little fish,So seafood is very bad.,I know a way,When you are out,Pick it and scrape it,So please don't pout
,HAPPY ENDING? (Every Thing On It),"There are no happy endings.<br><br>
Endings are the saddest part,<br><br>
So just give me a happy middle<br><br>
And a very happy start.<br><br>",There are no happy endings.,Life is one big continuous dream.,It provides you a lot of vendings.,"But be careful, because nothing is as it seems.",Watch grandma start her fabric and mendings.,"She seems busy, but happy, but tired.",Her withered hands might find their endings.,When her laborings are no longer required.
,HAPPY ENDING? (Every Thing On It),"There are no happy endings.<br><br>
Endings are the saddest part,<br><br>
So just give me a happy middle<br><br>
And a very happy start.<br><br>",There are no happy endings.,Life is one big continuous dream.,It provides you a lot of vendings.,"But be careful, because nothing is as it seems.",there are happy endings.,start happy.,life starts one big continuous dream.,"but be happy, because nothing is as it seems."
,HAPPY ENDING? (Every Thing On It),"There are no happy endings.<br><br>
Endings are the saddest part,<br><br>
So just give me a happy middle<br><br>
And a very happy start.<br><br>",There are no happy endings.,"To start, admit this is so",But only complex blendings,Of happy and sad we know.,There are no happy endings.,"To start, admit this is so",But only complex blendings,Of happy and sad we know.
,HAPPY ENDING? (Every Thing On It),"There are no happy endings.<br><br>
Endings are the saddest part,<br><br>
So just give me a happy middle<br><br>
And a very happy start.<br><br>",There are no happy endings.,"To start, admit this is so",But only complex blendings,Of happy and sad we know.,Endings are merely beginnings,To end one must start,I am always happy spreading my wings,My story I will chart
,"HOW MANY, HOW MUCH (A Light in the Attic)","How many slams in an old screen door?<br><br>
Depends how loud you shut it.<br><br>
How many slices in a bread?<br><br>
Depends how thin you cut it.<br><br>
How much good inside a day?<br><br>
Depends how good you live ‘em.<br><br>
How much love inside a friend?<br><br>
Depends how much you give ‘em.<br><br>",How many slams in an old screen door?,How many friends must knock it to the ground?,How many times will we pick it up from the floor?,As many times as we hear that sound.,A friend in need,and the helping hand,need or hand,question on hand
,"HOW MANY, HOW MUCH (A Light in the Attic)","How many slams in an old screen door?<br><br>
Depends how loud you shut it.<br><br>
How many slices in a bread?<br><br>
Depends how thin you cut it.<br><br>
How much good inside a day?<br><br>
Depends how good you live ‘em.<br><br>
How much love inside a friend?<br><br>
Depends how much you give ‘em.<br><br>",How many slams in an old screen door?,How many friends must knock it to the ground?,How many times will we pick it up from the floor?,As many times as we hear that sound.,How many ways can I love my friend.,You are always there for me.,When one door in my life closes.,You boost me up and make me happy.
,"HOW MANY, HOW MUCH (A Light in the Attic)","How many slams in an old screen door?<br><br>
Depends how loud you shut it.<br><br>
How many slices in a bread?<br><br>
Depends how thin you cut it.<br><br>
How much good inside a day?<br><br>
Depends how good you live ‘em.<br><br>
How much love inside a friend?<br><br>
Depends how much you give ‘em.<br><br>",How many slams in an old screen door?,How many friends must knock it to the ground?,How many times will we pick it up from the floor?,As many times as we hear that sound.,They say that wood is but memory,The glass is blue,That's why this piece is contemporary,And your clue is that the grass is true
,"HOW MANY, HOW MUCH (A Light in the Attic)","How many slams in an old screen door?<br><br>
Depends how loud you shut it.<br><br>
How many slices in a bread?<br><br>
Depends how thin you cut it.<br><br>
How much good inside a day?<br><br>
Depends how good you live ‘em.<br><br>
How much love inside a friend?<br><br>
Depends how much you give ‘em.<br><br>",How many slams in an old screen door?,Many friends come and go,That sound is something I adore,It means I'm love and exceedingly so,"I am Mom, Grandma, Aunt, or Friend",With each slam of that rickety old door,Something I never want to end,For I love it more and more
,"HOW MANY, HOW MUCH (A Light in the Attic)","How many slams in an old screen door?<br><br>
Depends how loud you shut it.<br><br>
How many slices in a bread?<br><br>
Depends how thin you cut it.<br><br>
How much good inside a day?<br><br>
Depends how good you live ‘em.<br><br>
How much love inside a friend?<br><br>
Depends how much you give ‘em.<br><br>",How many slams in an old screen door?,Many friends come and go,That sound is something I adore,It means I'm love and exceedingly so,The door is a gateway to many happy times,Left open the love comes through to reach your heart,Friends smile down as you sit by it each day,It shows the groups of all who pcome and go as one watches time pass
,"HOW MANY, HOW MUCH (A Light in the Attic)","How many slams in an old screen door?<br><br>
Depends how loud you shut it.<br><br>
How many slices in a bread?<br><br>
Depends how thin you cut it.<br><br>
How much good inside a day?<br><br>
Depends how good you live ‘em.<br><br>
How much love inside a friend?<br><br>
Depends how much you give ‘em.<br><br>",How many slams in an old screen door?,Many friends come and go,That sound is something I adore,It means I'm love and exceedingly so,The ones I love are always near,It's impossible to feel poor,I count each friend by the slams I hear,From the opening and closing of the screen door
,"HOW MANY, HOW MUCH (A Light in the Attic)","How many slams in an old screen door?<br><br>
Depends how loud you shut it.<br><br>
How many slices in a bread?<br><br>
Depends how thin you cut it.<br><br>
How much good inside a day?<br><br>
Depends how good you live ‘em.<br><br>
How much love inside a friend?<br><br>
Depends how much you give ‘em.<br><br>",How many slams in an old screen door?,take a guess my friend,love your hammer just like thor,and ride or die until the end,Love is the nectar of life,Walk in friend open the door,Slamming doors bring just strife,Thor wants want to celebrate eve more
,"HOW MANY, HOW MUCH (A Light in the Attic)","How many slams in an old screen door?<br><br>
Depends how loud you shut it.<br><br>
How many slices in a bread?<br><br>
Depends how thin you cut it.<br><br>
How much good inside a day?<br><br>
Depends how good you live ‘em.<br><br>
How much love inside a friend?<br><br>
Depends how much you give ‘em.<br><br>",How many slams in an old screen door?,take a guess my friend,love your hammer just like thor,and ride or die until the end,"Happy, can you see it?",That happy feeling you give me,"Shh, don't be afaird",Just embrance that feeling.
,HOW NOT TO HAVE TO DRY THE DISHES (Falling Up),"If you have to dry the dishes
(Such an awful, boring chore)
If you hIf you have to dry the dishes<br><br>
(Such an awful, boring chore)<br><br>
If you have to dry the dishes<br><br>
(‘Stead of going to the store)<br><br>
If you have to dry the dishes<br><br>
And you drop one on the floor—<br><br>
Maybe they won’t let you<br><br>
Dry the dishes anymore.<br><br>ave to dry the dishes
(‘Stead of going to the store)
If you have to dry the dishes
And you drop one on the floor—
Maybe they won’t let you
Dry the dishes anymore.",If you have to dry the dishes,do not groan at this chore,but while you dry the dishes,be sure they don't fall to the floor,But if a dish you happen to drop,"Upon the nice, clean floor",Know that you are just a flop,At doing this irksome chore.
,HOW NOT TO HAVE TO DRY THE DISHES (Falling Up),"If you have to dry the dishes
(Such an awful, boring chore)
If you hIf you have to dry the dishes<br><br>
(Such an awful, boring chore)<br><br>
If you have to dry the dishes<br><br>
(‘Stead of going to the store)<br><br>
If you have to dry the dishes<br><br>
And you drop one on the floor—<br><br>
Maybe they won’t let you<br><br>
Dry the dishes anymore.<br><br>ave to dry the dishes
(‘Stead of going to the store)
If you have to dry the dishes
And you drop one on the floor—
Maybe they won’t let you
Dry the dishes anymore.",If you have to dry the dishes,do not groan at this chore,but while you dry the dishes,be sure they don't fall to the floor,and hit the door,so don't frown,just get down becauseyhe dishes,can't come down
,HOW NOT TO HAVE TO DRY THE DISHES (Falling Up),"If you have to dry the dishes
(Such an awful, boring chore)
If you hIf you have to dry the dishes<br><br>
(Such an awful, boring chore)<br><br>
If you have to dry the dishes<br><br>
(‘Stead of going to the store)<br><br>
If you have to dry the dishes<br><br>
And you drop one on the floor—<br><br>
Maybe they won’t let you<br><br>
Dry the dishes anymore.<br><br>ave to dry the dishes
(‘Stead of going to the store)
If you have to dry the dishes
And you drop one on the floor—
Maybe they won’t let you
Dry the dishes anymore.",If you have to dry the dishes,Please don't think it is a chore,If you were swimming with the fishes,You would despise it even more.,Dirty dishes make sick,Some liquid soap does the chore,Removing grime is the trick,I'm not longer sick anymore.
,HOW NOT TO HAVE TO DRY THE DISHES (Falling Up),"If you have to dry the dishes
(Such an awful, boring chore)
If you hIf you have to dry the dishes<br><br>
(Such an awful, boring chore)<br><br>
If you have to dry the dishes<br><br>
(‘Stead of going to the store)<br><br>
If you have to dry the dishes<br><br>
And you drop one on the floor—<br><br>
Maybe they won’t let you<br><br>
Dry the dishes anymore.<br><br>ave to dry the dishes
(‘Stead of going to the store)
If you have to dry the dishes
And you drop one on the floor—
Maybe they won’t let you
Dry the dishes anymore.",If you have to dry the dishes,Please don't think it is a chore,If you were swimming with the fishes,You would despise it even more.,If you happen to have one of your dishes drop,Be careful picking up the pieces,You can clean it up with your mop,But be careful around your nieces
,HUG O‚ÄôWAR (Where the Sidewalk Ends),"I will not play tug o’ war.<br><br>
I’d rather play hug o’ war,<br><br>
Where everyone hugs<br><br>
Instead of tugs,<br><br>
Where everyone giggles<br><br>
And rolls on the rug,<br><br>
Where everyone kisses,<br><br>
And everyone grins,<br><br>
And everyone cuddles,<br><br>
And everyone wins.<br><br>",I will not play tug o‚Äô war.,For Im a winner before the tug begins,Im always a winner and all of my grins show,that im always happy without the tug o' war,I'm so epic I get the wins,Now the women get the giggles,Look at the beauties they have the grins,Look at my gains I get them wiggle
,HUG O‚ÄôWAR (Where the Sidewalk Ends),"I will not play tug o’ war.<br><br>
I’d rather play hug o’ war,<br><br>
Where everyone hugs<br><br>
Instead of tugs,<br><br>
Where everyone giggles<br><br>
And rolls on the rug,<br><br>
Where everyone kisses,<br><br>
And everyone grins,<br><br>
And everyone cuddles,<br><br>
And everyone wins.<br><br>",I will not play tug o‚Äô war.,For Im a winner before the tug begins,Im always a winner and all of my grins show,that im always happy without the tug o' war,I giggle in because am happy,I win I win I grins,I grins because I am happy,I am happy so I grins
,HUG O‚ÄôWAR (Where the Sidewalk Ends),"I will not play tug o’ war.<br><br>
I’d rather play hug o’ war,<br><br>
Where everyone hugs<br><br>
Instead of tugs,<br><br>
Where everyone giggles<br><br>
And rolls on the rug,<br><br>
Where everyone kisses,<br><br>
And everyone grins,<br><br>
And everyone cuddles,<br><br>
And everyone wins.<br><br>",I will not play tug o‚Äô war.,For Im a winner before the tug begins,Im always a winner and all of my grins show,that im always happy without the tug o' war,giggles and grins,wins over sins,hairless chins,through a rosy lens
,HUG O‚ÄôWAR (Where the Sidewalk Ends),"I will not play tug o’ war.<br><br>
I’d rather play hug o’ war,<br><br>
Where everyone hugs<br><br>
Instead of tugs,<br><br>
Where everyone giggles<br><br>
And rolls on the rug,<br><br>
Where everyone kisses,<br><br>
And everyone grins,<br><br>
And everyone cuddles,<br><br>
And everyone wins.<br><br>",I will not play tug o‚Äô war.,For Brandon always wins,He giggles like a maniac,Then turns away and grins,His giggles are contagious.,Grins playful and gleam.,Wins are outrageous,in this happy dream.
,HUG O‚ÄôWAR (Where the Sidewalk Ends),"I will not play tug o’ war.<br><br>
I’d rather play hug o’ war,<br><br>
Where everyone hugs<br><br>
Instead of tugs,<br><br>
Where everyone giggles<br><br>
And rolls on the rug,<br><br>
Where everyone kisses,<br><br>
And everyone grins,<br><br>
And everyone cuddles,<br><br>
And everyone wins.<br><br>",I will not play tug o‚Äô war.,For Brandon always wins,He giggles like a maniac,Then turns away and grins,But then think I'll choose a game,To myself I quietly giggle,Chess! A game in which I always wins,I have him checkmated so now I grins.
,HUG O‚ÄôWAR (Where the Sidewalk Ends),"I will not play tug o’ war.<br><br>
I’d rather play hug o’ war,<br><br>
Where everyone hugs<br><br>
Instead of tugs,<br><br>
Where everyone giggles<br><br>
And rolls on the rug,<br><br>
Where everyone kisses,<br><br>
And everyone grins,<br><br>
And everyone cuddles,<br><br>
And everyone wins.<br><br>",I will not play tug o‚Äô war.,For Brandon always wins,He giggles like a maniac,Then turns away and grins,"Baby giggles,",tiny grins!,"potty trained,",mommy wins!
,HUG O‚ÄôWAR (Where the Sidewalk Ends),"I will not play tug o’ war.<br><br>
I’d rather play hug o’ war,<br><br>
Where everyone hugs<br><br>
Instead of tugs,<br><br>
Where everyone giggles<br><br>
And rolls on the rug,<br><br>
Where everyone kisses,<br><br>
And everyone grins,<br><br>
And everyone cuddles,<br><br>
And everyone wins.<br><br>",I will not play tug o‚Äô war.,"The giggles, gaggles, and laughs.","Making the one who wins look silly,",With dusty grins that last and last.,"the laughter hence wins,",though the giggles were a joke.,"the silly winner shyly grins,",feeling it as a hell of a poke.
,HUG O‚ÄôWAR (Where the Sidewalk Ends),"I will not play tug o’ war.<br><br>
I’d rather play hug o’ war,<br><br>
Where everyone hugs<br><br>
Instead of tugs,<br><br>
Where everyone giggles<br><br>
And rolls on the rug,<br><br>
Where everyone kisses,<br><br>
And everyone grins,<br><br>
And everyone cuddles,<br><br>
And everyone wins.<br><br>",I will not play tug o‚Äô war.,"The giggles, gaggles, and laughs.","Making the one who wins look silly,",With dusty grins that last and last.,The giggles continue after the sun goes down.,"The group is dancing, innocent and free.","The boy who wins grins like a birthday clown,",And all the children scream with cheerful glee.
,HUG O‚ÄôWAR (Where the Sidewalk Ends),"I will not play tug o’ war.<br><br>
I’d rather play hug o’ war,<br><br>
Where everyone hugs<br><br>
Instead of tugs,<br><br>
Where everyone giggles<br><br>
And rolls on the rug,<br><br>
Where everyone kisses,<br><br>
And everyone grins,<br><br>
And everyone cuddles,<br><br>
And everyone wins.<br><br>",I will not play tug o‚Äô war.,"The giggles, gaggles, and laughs.","Making the one who wins look silly,",With dusty grins that last and last.,You'd think the losers like to play in mud,With giggles as the other team wins,Their own team is declared a dud,Yet it never stops their grins
,I MUST REMEMBER (Where the Sidewalk Ends),"I must remember…<br><br>
Turkey on Thanksgiving,<br><br>
Pudding on Christmas,<br><br>
Eggs on Easter,<br><br>
Chicken on Sunday,<br><br>
Fish on Friday,<br><br>
Leftovers, Monday,<br><br>
But ah, me—I’m such a dunce.<br><br>
I went and ate them all at once.<br><br>",I must remember‚Ä¶,i must really remember for once,i must remember for the whole of december,or else Jimmy will call me a dunce,If I don't remember,And Jimmy does call me a dunce,I'll burn his house til it's embers,And Jimmy will cry for months
,I MUST REMEMBER (Where the Sidewalk Ends),"I must remember…<br><br>
Turkey on Thanksgiving,<br><br>
Pudding on Christmas,<br><br>
Eggs on Easter,<br><br>
Chicken on Sunday,<br><br>
Fish on Friday,<br><br>
Leftovers, Monday,<br><br>
But ah, me—I’m such a dunce.<br><br>
I went and ate them all at once.<br><br>",I must remember‚Ä¶,The dance I learned once,I think it was September,And I moved like a dunce.,I tried to move around,I tried to follow the beat,But then I looked down,To find two left feet!
,I MUST REMEMBER (Where the Sidewalk Ends),"I must remember…<br><br>
Turkey on Thanksgiving,<br><br>
Pudding on Christmas,<br><br>
Eggs on Easter,<br><br>
Chicken on Sunday,<br><br>
Fish on Friday,<br><br>
Leftovers, Monday,<br><br>
But ah, me—I’m such a dunce.<br><br>
I went and ate them all at once.<br><br>",I must remember‚Ä¶,The dance I learned once,I think it was September,And I moved like a dunce.,if i don't remember,then i am a dunce,but since I am a member,allow me to dance.
,I MUST REMEMBER (Where the Sidewalk Ends),"I must remember…<br><br>
Turkey on Thanksgiving,<br><br>
Pudding on Christmas,<br><br>
Eggs on Easter,<br><br>
Chicken on Sunday,<br><br>
Fish on Friday,<br><br>
Leftovers, Monday,<br><br>
But ah, me—I’m such a dunce.<br><br>
I went and ate them all at once.<br><br>",I must remember‚Ä¶,You take in all around you,"Colours, taste and smell",Before it fades like a dying ember,Come undone unto tonight,Cannot find my comb still,I cry that you are,I swear that you are not one of my plights
,I MUST REMEMBER (Where the Sidewalk Ends),"I must remember…<br><br>
Turkey on Thanksgiving,<br><br>
Pudding on Christmas,<br><br>
Eggs on Easter,<br><br>
Chicken on Sunday,<br><br>
Fish on Friday,<br><br>
Leftovers, Monday,<br><br>
But ah, me—I’m such a dunce.<br><br>
I went and ate them all at once.<br><br>",I must remember‚Ä¶,You take in all around you,"Colours, taste and smell",Before it fades like a dying ember,At school you were a dunce,The butt of all the jokes,"But nothing stopped you, here you are",We all must remember.
,I MUST REMEMBER (Where the Sidewalk Ends),"I must remember…<br><br>
Turkey on Thanksgiving,<br><br>
Pudding on Christmas,<br><br>
Eggs on Easter,<br><br>
Chicken on Sunday,<br><br>
Fish on Friday,<br><br>
Leftovers, Monday,<br><br>
But ah, me—I’m such a dunce.<br><br>
I went and ate them all at once.<br><br>",I must remember‚Ä¶,You take in all around you,"Colours, taste and smell",Before it fades like a dying ember,I watched an Ember die once,I will always remember,She treated me like a dunce,So I killed that fucking bitch Ember!
,I WON‚ÄôT HATCH (Where the Sidewalk Ends),"Oh I am a chicken who lives in an egg,<br><br>
But I will not hatch, I will not hatch.<br><br>
The hens they all cackle, the roosters all beg,<br><br>
But I will not hatch, I will not hatch.<br><br>
For I hear all the talk of pollution and war<br><br>
As the people all shout and the airplanes roar,<br><br>
So I’m staying in here where it’s safe and it’s warm,<br><br>
And I WILL NOT HATCH!<br><br>","Oh I am a chicken who lives in an egg,",It's not a bad old life,But I am far too scared to hatch,for KFC is rife.,"I am sad and that's alright,",I know my timing will be right,To who is to blame in this game.,Saddens it's part of life.
,I WON‚ÄôT HATCH (Where the Sidewalk Ends),"Oh I am a chicken who lives in an egg,<br><br>
But I will not hatch, I will not hatch.<br><br>
The hens they all cackle, the roosters all beg,<br><br>
But I will not hatch, I will not hatch.<br><br>
For I hear all the talk of pollution and war<br><br>
As the people all shout and the airplanes roar,<br><br>
So I’m staying in here where it’s safe and it’s warm,<br><br>
And I WILL NOT HATCH!<br><br>","Oh I am a chicken who lives in an egg,",A chicken who was layed to die,I don't even need to beg,I hatch then I say goodbye,"I'd rather hatch and say ""hello""",become a chicken all on my own,not a fried egg whose lost its yellow,a chicken full grown
,I WON‚ÄôT HATCH (Where the Sidewalk Ends),"Oh I am a chicken who lives in an egg,<br><br>
But I will not hatch, I will not hatch.<br><br>
The hens they all cackle, the roosters all beg,<br><br>
But I will not hatch, I will not hatch.<br><br>
For I hear all the talk of pollution and war<br><br>
As the people all shout and the airplanes roar,<br><br>
So I’m staying in here where it’s safe and it’s warm,<br><br>
And I WILL NOT HATCH!<br><br>","Oh I am a chicken who lives in an egg,",A chicken who was layed to die,I don't even need to beg,I hatch then I say goodbye,"Oh life, oh futility",Can this truly only be,What I was meant to see,"I live, I breathe, is this humanity?"
,I WON‚ÄôT HATCH (Where the Sidewalk Ends),"Oh I am a chicken who lives in an egg,<br><br>
But I will not hatch, I will not hatch.<br><br>
The hens they all cackle, the roosters all beg,<br><br>
But I will not hatch, I will not hatch.<br><br>
For I hear all the talk of pollution and war<br><br>
As the people all shout and the airplanes roar,<br><br>
So I’m staying in here where it’s safe and it’s warm,<br><br>
And I WILL NOT HATCH!<br><br>","Oh I am a chicken who lives in an egg,",I come out with lots of dreams,"Grow Up, Grow Up",My Life Ends Sad.,"Eat Up, Eat Up",Existence here is bad,Hatch up,I miss dad
,INVENTION (Where the Sidewalk Ends),"I’ve done it, I’ve done it!<br><br>
Guess what I’ve done!<br><br>
Invented a light that plugs into the sun.<br><br>
The sun is bright enough,<br><br>
The bulb is strong enough,<br><br>
But, oh, there’s only one thing wrong…<br><br>

The cord ain’t long enough.<br><br>","I‚Äôve done it, I‚Äôve done it!","I‚Äôve done it, I‚Äôve done it!","I‚Äôve done it, I‚Äôve done it!","I‚Äôve done it, I‚Äôve done it!",a thing i did to impress,a thng i did to progress,a thing i did to relieve stress,a thing to get pasts the past i cling to the cross i confess
,INVENTION (Where the Sidewalk Ends),"I’ve done it, I’ve done it!<br><br>
Guess what I’ve done!<br><br>
Invented a light that plugs into the sun.<br><br>
The sun is bright enough,<br><br>
The bulb is strong enough,<br><br>
But, oh, there’s only one thing wrong…<br><br>

The cord ain’t long enough.<br><br>","I‚Äôve done it, I‚Äôve done it!","I‚Äôve done it, I‚Äôve done it!","I‚Äôve done it, I‚Äôve done it!","I‚Äôve done it, I‚Äôve done it!",Today was Graduation day.,The ceremony has just end.,"I screamed ""I've done it, and hooray""",When I threw my cap from my hand.
,INVENTION (Where the Sidewalk Ends),"I’ve done it, I’ve done it!<br><br>
Guess what I’ve done!<br><br>
Invented a light that plugs into the sun.<br><br>
The sun is bright enough,<br><br>
The bulb is strong enough,<br><br>
But, oh, there’s only one thing wrong…<br><br>

The cord ain’t long enough.<br><br>","I‚Äôve done it, I‚Äôve done it!","If you want it ,you can have it .",You can be done with it .,"But be done ,I've done it .","If you want to do it,",It's already done,I've got the power,And I am the one
,INVENTION (Where the Sidewalk Ends),"I’ve done it, I’ve done it!<br><br>
Guess what I’ve done!<br><br>
Invented a light that plugs into the sun.<br><br>
The sun is bright enough,<br><br>
The bulb is strong enough,<br><br>
But, oh, there’s only one thing wrong…<br><br>

The cord ain’t long enough.<br><br>","I‚Äôve done it, I‚Äôve done it!","If you want it ,you can have it .",You can be done with it .,"But be done ,I've done it .",I'm just a clown,But still am risen,Your cave is dark,You see that I am down
,INVENTION (Where the Sidewalk Ends),"I’ve done it, I’ve done it!<br><br>
Guess what I’ve done!<br><br>
Invented a light that plugs into the sun.<br><br>
The sun is bright enough,<br><br>
The bulb is strong enough,<br><br>
But, oh, there’s only one thing wrong…<br><br>

The cord ain’t long enough.<br><br>","I‚Äôve done it, I‚Äôve done it!","If you want it ,you can have it .",You can be done with it .,"But be done ,I've done it .",Fun with it.,Life with it.,Days with it.,Night with it.
,INVENTION (Where the Sidewalk Ends),"I’ve done it, I’ve done it!<br><br>
Guess what I’ve done!<br><br>
Invented a light that plugs into the sun.<br><br>
The sun is bright enough,<br><br>
The bulb is strong enough,<br><br>
But, oh, there’s only one thing wrong…<br><br>

The cord ain’t long enough.<br><br>","I‚Äôve done it, I‚Äôve done it!",I've caught a ball,I still can't believe it,I did it with paws,It is done,I've completed the race,The contest is won,My prize: a pie in the face
,INVENTION (Where the Sidewalk Ends),"I’ve done it, I’ve done it!<br><br>
Guess what I’ve done!<br><br>
Invented a light that plugs into the sun.<br><br>
The sun is bright enough,<br><br>
The bulb is strong enough,<br><br>
But, oh, there’s only one thing wrong…<br><br>

The cord ain’t long enough.<br><br>","I‚Äôve done it, I‚Äôve done it!",I've caught a ball,I still can't believe it,I did it with paws,I can't believe you will do it,I watch you slowly moving south,I've got to be careful not to blow it,You've caught my ball in your mouth
,INVITATION (Where the Sidewalk Ends),"If you are a dreamer, come in,<br><br>
If you are a dreamer, a wisher, a liar,<br><br>
A hope-er, a pray-er, a magic bean buyer…<br><br>
If you’re a pretender, come sit by my fire<br><br>
For we have some flax-golden tales to spin.<br><br>
Come in!<br><br>
Come in!<br><br>","If you are a dreamer, come in,",you don't need an invitation,let your story begin,do well on your nation,Let your story motivate the nation,Because you are dreamer,Your invitation is in motion,And it's loud like a screamer
,INVITATION (Where the Sidewalk Ends),"If you are a dreamer, come in,<br><br>
If you are a dreamer, a wisher, a liar,<br><br>
A hope-er, a pray-er, a magic bean buyer…<br><br>
If you’re a pretender, come sit by my fire<br><br>
For we have some flax-golden tales to spin.<br><br>
Come in!<br><br>
Come in!<br><br>","If you are a dreamer, come in,",you don't need an invitation,let your story begin,do well on your nation,and stand your ground,"for happiness is gift,",Yes it can be found,dreamer or not this is your story
,INVITATION (Where the Sidewalk Ends),"If you are a dreamer, come in,<br><br>
If you are a dreamer, a wisher, a liar,<br><br>
A hope-er, a pray-er, a magic bean buyer…<br><br>
If you’re a pretender, come sit by my fire<br><br>
For we have some flax-golden tales to spin.<br><br>
Come in!<br><br>
Come in!<br><br>","If you are a dreamer, come in,",Your story we want to hear,Your invitation has been,The highlight of of everyone's year,"You are a dreamer, so sing,",A story you hold so dear,This invitation you've sung,Shall remove everyone's fear
,INVITATION (Where the Sidewalk Ends),"If you are a dreamer, come in,<br><br>
If you are a dreamer, a wisher, a liar,<br><br>
A hope-er, a pray-er, a magic bean buyer…<br><br>
If you’re a pretender, come sit by my fire<br><br>
For we have some flax-golden tales to spin.<br><br>
Come in!<br><br>
Come in!<br><br>","If you are a dreamer, come in,",Your story we want to hear,Your invitation has been,The highlight of of everyone's year,A story of foreign lands,Of tales that seem too tall,"In ovation, everyone stands","Dreamers, aren't we all?"
,INVITATION (Where the Sidewalk Ends),"If you are a dreamer, come in,<br><br>
If you are a dreamer, a wisher, a liar,<br><br>
A hope-er, a pray-er, a magic bean buyer…<br><br>
If you’re a pretender, come sit by my fire<br><br>
For we have some flax-golden tales to spin.<br><br>
Come in!<br><br>
Come in!<br><br>","If you are a dreamer, come in,",Your story we want to hear,Your invitation has been,The highlight of of everyone's year,I say I am a dreamer,My story will continue now,Your invitation was sent with a streamer,My story I will chart anyhow
,INVITATION (Where the Sidewalk Ends),"If you are a dreamer, come in,<br><br>
If you are a dreamer, a wisher, a liar,<br><br>
A hope-er, a pray-er, a magic bean buyer…<br><br>
If you’re a pretender, come sit by my fire<br><br>
For we have some flax-golden tales to spin.<br><br>
Come in!<br><br>
Come in!<br><br>","If you are a dreamer, come in,",Invitation to you as all have a story to tell,You are a wonderful dreamer like all the kin,You words like chirping or a bell,if you are a dreamer,you will hear my story about frog and a lady,they wasn't shady but they a mercedes that dazzled,my invitation to you join the ride to a lagoon
,IT‚ÄôS DARK IN HERE (Where the Sidewalk Ends),"I am writing these poems<br><br>
From inside a lion,<br><br>
And it’s rather dark in here.<br><br>
So please excuse the handwriting<br><br>
Which may not be too clear.<br><br>
But this afternoon by the lion’s cage<br><br>
I’m afraid I got too near.<br><br>
And I’m writing these lines<br><br>
From inside a lion,<br><br>
And it’s rather dark in here.<br><br>",I am writing these poems,"they've been inside my head,","I know that the lion roams,",in the dark and goes to bed.,What I see in me mind,Is vivid and bright and seems real,I am sure that I will find,Something meant for me to feel.
,IT‚ÄôS DARK IN HERE (Where the Sidewalk Ends),"I am writing these poems<br><br>
From inside a lion,<br><br>
And it’s rather dark in here.<br><br>
So please excuse the handwriting<br><br>
Which may not be too clear.<br><br>
But this afternoon by the lion’s cage<br><br>
I’m afraid I got too near.<br><br>
And I’m writing these lines<br><br>
From inside a lion,<br><br>
And it’s rather dark in here.<br><br>",I am writing these poems,"they've been inside my head,","I know that the lion roams,",in the dark and goes to bed.,and when the lion wakes,he open the blinds so its not dark,goes inside the kitchen and bakes,a cake and a poptart
