title,first_line,keyword1,keyword2,keyword3,mood,line1,line2,line3,isEnglish.no,isEnglish.yes,isGoodPoem.no,isGoodPoem.yes,reflectsMood.no,reflectsMood.yes,rhymes.no,rhymes.yes,whichKeywords.key1,whichKeywords.key2,whichKeywords.key3
HUG Oâ€™WAR (Where the Sidewalk Ends),I will not play tug oâ€™ war.,giggles,wins,grins,Happy,For Im a winner before the tug begins,Im always a winner and all of my grins show,that im always happy without the tug o' war,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
HUG Oâ€™WAR (Where the Sidewalk Ends),I will not play tug oâ€™ war.,giggles,wins,grins,Happy,For Im a winner before the tug begins,Im always a winner and all of my grins show,that im always happy without the tug o' war,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
HUG Oâ€™WAR (Where the Sidewalk Ends),I will not play tug oâ€™ war.,giggles,wins,grins,Happy,For Im a winner before the tug begins,Im always a winner and all of my grins show,that im always happy without the tug o' war,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
HUG Oâ€™WAR (Where the Sidewalk Ends),I will not play tug oâ€™ war.,giggles,wins,grins,Happy,For Brandon always wins,He giggles like a maniac,Then turns away and grins,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
HUG Oâ€™WAR (Where the Sidewalk Ends),I will not play tug oâ€™ war.,giggles,wins,grins,Happy,For Brandon always wins,He giggles like a maniac,Then turns away and grins,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
HUG Oâ€™WAR (Where the Sidewalk Ends),I will not play tug oâ€™ war.,giggles,wins,grins,Happy,For Brandon always wins,He giggles like a maniac,Then turns away and grins,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
HUG Oâ€™WAR (Where the Sidewalk Ends),I will not play tug oâ€™ war.,giggles,wins,grins,Happy,"The giggles, gaggles, and laughs.","Making the one who wins look silly,",With dusty grins that last and last.,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
HUG Oâ€™WAR (Where the Sidewalk Ends),I will not play tug oâ€™ war.,giggles,wins,grins,Happy,"The giggles, gaggles, and laughs.","Making the one who wins look silly,",With dusty grins that last and last.,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
HUG Oâ€™WAR (Where the Sidewalk Ends),I will not play tug oâ€™ war.,giggles,wins,grins,Happy,"The giggles, gaggles, and laughs.","Making the one who wins look silly,",With dusty grins that last and last.,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
RIDICULOUS ROSE (Where the Sidewalk Ends),"Her mama said, â€œDonâ€™t eat with your fingers.â€",toes,fingers,rose,Funny,"Discolored from berries, they are now colored rose","But if not with my fingers, the answer are ringers",Because now i can simply eat with my toes.,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
RIDICULOUS ROSE (Where the Sidewalk Ends),"Her mama said, â€œDonâ€™t eat with your fingers.â€",toes,fingers,rose,Funny,"Discolored from berries, they are now colored rose","But if not with my fingers, the answer are ringers",Because now i can simply eat with my toes.,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
RIDICULOUS ROSE (Where the Sidewalk Ends),"Her mama said, â€œDonâ€™t eat with your fingers.â€",toes,fingers,rose,Funny,"Discolored from berries, they are now colored rose","But if not with my fingers, the answer are ringers",Because now i can simply eat with my toes.,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
RIDICULOUS ROSE (Where the Sidewalk Ends),"Her mama said, â€œDonâ€™t eat with your fingers.â€",toes,fingers,rose,Funny,"She replied ""I can't eat with my toes.""","Mama said, ""You'll find garlic lingers","And you no longer smell like a rose.""",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
RIDICULOUS ROSE (Where the Sidewalk Ends),"Her mama said, â€œDonâ€™t eat with your fingers.â€",toes,fingers,rose,Funny,"She replied ""I can't eat with my toes.""","Mama said, ""You'll find garlic lingers","And you no longer smell like a rose.""",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
RIDICULOUS ROSE (Where the Sidewalk Ends),"Her mama said, â€œDonâ€™t eat with your fingers.â€",toes,fingers,rose,Funny,"She replied ""I can't eat with my toes.""","Mama said, ""You'll find garlic lingers","And you no longer smell like a rose.""",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
RIDICULOUS ROSE (Where the Sidewalk Ends),"Her mama said, â€œDonâ€™t eat with your fingers.â€",toes,fingers,rose,Funny,her mama said don't eat with your toes,"or one day they will end up red, like a very funny singer",that or a freshly planted rose,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
RIDICULOUS ROSE (Where the Sidewalk Ends),"Her mama said, â€œDonâ€™t eat with your fingers.â€",toes,fingers,rose,Funny,her mama said don't eat with your toes,"or one day they will end up red, like a very funny singer",that or a freshly planted rose,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
RIDICULOUS ROSE (Where the Sidewalk Ends),"Her mama said, â€œDonâ€™t eat with your fingers.â€",toes,fingers,rose,Funny,her mama said don't eat with your toes,"or one day they will end up red, like a very funny singer",that or a freshly planted rose,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
MONSTERS Iâ€™VE MET (A Light in the Attic),"I met a ghost, but he didnâ€™t want my head,",ghost,devil,vampire,Funny,"I met the devil, but even he didn't want my soul","I met a vampire, but my blood was full of lead",And when I met the werewolf he laughed through his howl,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
MONSTERS Iâ€™VE MET (A Light in the Attic),"I met a ghost, but he didnâ€™t want my head,",ghost,devil,vampire,Funny,"I met the devil, but even he didn't want my soul","I met a vampire, but my blood was full of lead",And when I met the werewolf he laughed through his howl,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
MONSTERS Iâ€™VE MET (A Light in the Attic),"I met a ghost, but he didnâ€™t want my head,",ghost,devil,vampire,Funny,"I met the devil, but even he didn't want my soul","I met a vampire, but my blood was full of lead",And when I met the werewolf he laughed through his howl,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
MONSTERS Iâ€™VE MET (A Light in the Attic),"I met a ghost, but he didnâ€™t want my head,",ghost,devil,vampire,Funny,"I met a vampire, but he didn't want my neck",I met a devil all dressed in red.,They all wanted my candy. What the HECK!,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
MONSTERS Iâ€™VE MET (A Light in the Attic),"I met a ghost, but he didnâ€™t want my head,",ghost,devil,vampire,Funny,"I met a vampire, but he didn't want my neck",I met a devil all dressed in red.,They all wanted my candy. What the HECK!,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
MONSTERS Iâ€™VE MET (A Light in the Attic),"I met a ghost, but he didnâ€™t want my head,",ghost,devil,vampire,Funny,"I met a vampire, but he didn't want my neck",I met a devil all dressed in red.,They all wanted my candy. What the HECK!,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
MONSTERS Iâ€™VE MET (A Light in the Attic),"I met a ghost, but he didnâ€™t want my head,",ghost,devil,vampire,Funny,He only wanted to know the way to Denver.,"I met a devil, but he didn't want my soul",He only wanted to borrow my bike awhile,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
MONSTERS Iâ€™VE MET (A Light in the Attic),"I met a ghost, but he didnâ€™t want my head,",ghost,devil,vampire,Funny,He only wanted to know the way to Denver.,"I met a devil, but he didn't want my soul",He only wanted to borrow my bike awhile,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
MONSTERS Iâ€™VE MET (A Light in the Attic),"I met a ghost, but he didnâ€™t want my head,",ghost,devil,vampire,Funny,He only wanted to know the way to Denver.,"I met a devil, but he didn't want my soul",He only wanted to borrow my bike awhile,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
EARLY BIRD (Where the Sidewalk Ends),"Oh, if youâ€™re a bird, be an early bird",bird,worm,early,Funny,"if a worm, it is best to sleep in I heard",If you wake really early.,You may be taken by the squirrely.,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
EARLY BIRD (Where the Sidewalk Ends),"Oh, if youâ€™re a bird, be an early bird",bird,worm,early,Funny,"if a worm, it is best to sleep in I heard",If you wake really early.,You may be taken by the squirrely.,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
EARLY BIRD (Where the Sidewalk Ends),"Oh, if youâ€™re a bird, be an early bird",bird,worm,early,Funny,"if a worm, it is best to sleep in I heard",If you wake really early.,You may be taken by the squirrely.,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
EARLY BIRD (Where the Sidewalk Ends),"Oh, if youâ€™re a bird, be an early bird",bird,worm,early,Funny,If you're a worm watch out in the morning!,"The birds will eat you, they keep their word",Stay underground because you will not get a warning.,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
EARLY BIRD (Where the Sidewalk Ends),"Oh, if youâ€™re a bird, be an early bird",bird,worm,early,Funny,If you're a worm watch out in the morning!,"The birds will eat you, they keep their word",Stay underground because you will not get a warning.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
EARLY BIRD (Where the Sidewalk Ends),"Oh, if youâ€™re a bird, be an early bird",bird,worm,early,Funny,If you're a worm watch out in the morning!,"The birds will eat you, they keep their word",Stay underground because you will not get a warning.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
EARLY BIRD (Where the Sidewalk Ends),"Oh, if youâ€™re a bird, be an early bird",bird,worm,early,Funny,And catch the worm for your breakfast plate.,"If youâ€™re a bird, be an early early bird","But if youâ€™re a worm, sleep late",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
EARLY BIRD (Where the Sidewalk Ends),"Oh, if youâ€™re a bird, be an early bird",bird,worm,early,Funny,And catch the worm for your breakfast plate.,"If youâ€™re a bird, be an early early bird","But if youâ€™re a worm, sleep late",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
EARLY BIRD (Where the Sidewalk Ends),"Oh, if youâ€™re a bird, be an early bird",bird,worm,early,Funny,And catch the worm for your breakfast plate.,"If youâ€™re a bird, be an early early bird","But if youâ€™re a worm, sleep late",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
JAKE SAYS (Every Thing On It),"Yes, I'm adopted.",adopted,kids,chose,Happy,I like to meet new girls and boys,I didnt choose to be opted,but Im happy i can see new faces and toys,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
JAKE SAYS (Every Thing On It),"Yes, I'm adopted.",adopted,kids,chose,Happy,I like to meet new girls and boys,I didnt choose to be opted,but Im happy i can see new faces and toys,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
JAKE SAYS (Every Thing On It),"Yes, I'm adopted.",adopted,kids,chose,Happy,I like to meet new girls and boys,I didnt choose to be opted,but Im happy i can see new faces and toys,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
JAKE SAYS (Every Thing On It),"Yes, I'm adopted.",adopted,kids,chose,Happy,A second chance for kids like me.,A new family I've co-opted,And now I am very happy.,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
JAKE SAYS (Every Thing On It),"Yes, I'm adopted.",adopted,kids,chose,Happy,A second chance for kids like me.,A new family I've co-opted,And now I am very happy.,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
JAKE SAYS (Every Thing On It),"Yes, I'm adopted.",adopted,kids,chose,Happy,A second chance for kids like me.,A new family I've co-opted,And now I am very happy.,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
JAKE SAYS (Every Thing On It),"Yes, I'm adopted.",adopted,kids,chose,Happy,Many other kids are too.,"Yes, I'm adopted, my family chose me specifically,",Just because they wanted to.,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
JAKE SAYS (Every Thing On It),"Yes, I'm adopted.",adopted,kids,chose,Happy,Many other kids are too.,"Yes, I'm adopted, my family chose me specifically,",Just because they wanted to.,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
JAKE SAYS (Every Thing On It),"Yes, I'm adopted.",adopted,kids,chose,Happy,Many other kids are too.,"Yes, I'm adopted, my family chose me specifically,",Just because they wanted to.,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
COLORS (Where the Sidewalk Ends),My skin is kind of sort of brownish,skin,hair,color,Neutral,My hair is short of the legs .,Color blue is my eyes .,White skin is my body .,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
COLORS (Where the Sidewalk Ends),My skin is kind of sort of brownish,skin,hair,color,Neutral,My hair is short of the legs .,Color blue is my eyes .,White skin is my body .,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
COLORS (Where the Sidewalk Ends),My skin is kind of sort of brownish,skin,hair,color,Neutral,My hair is short of the legs .,Color blue is my eyes .,White skin is my body .,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
COLORS (Where the Sidewalk Ends),My skin is kind of sort of brownish,skin,hair,color,Neutral,My springy hair is red and curly,But I'm saved from looking clownish,"Because my teeth are lovely, white and pearly",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
COLORS (Where the Sidewalk Ends),My skin is kind of sort of brownish,skin,hair,color,Neutral,My springy hair is red and curly,But I'm saved from looking clownish,"Because my teeth are lovely, white and pearly",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
COLORS (Where the Sidewalk Ends),My skin is kind of sort of brownish,skin,hair,color,Neutral,My springy hair is red and curly,But I'm saved from looking clownish,"Because my teeth are lovely, white and pearly",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
COLORS (Where the Sidewalk Ends),My skin is kind of sort of brownish,skin,hair,color,Neutral,my skin is too,the colour of my hair is clownish,even my friends call me winnie the pooh,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
COLORS (Where the Sidewalk Ends),My skin is kind of sort of brownish,skin,hair,color,Neutral,my skin is too,the colour of my hair is clownish,even my friends call me winnie the pooh,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
COLORS (Where the Sidewalk Ends),My skin is kind of sort of brownish,skin,hair,color,Neutral,my skin is too,the colour of my hair is clownish,even my friends call me winnie the pooh,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
MAGIC (Where the Sidewalk Ends),"Sandraâ€™s seen a leprechaun,",magic,troll,leprechaun,Happy,she loves to see magic,she then saw a troll with a horn,and she looked erratic,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
MAGIC (Where the Sidewalk Ends),"Sandraâ€™s seen a leprechaun,",magic,troll,leprechaun,Happy,she loves to see magic,she then saw a troll with a horn,and she looked erratic,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
MAGIC (Where the Sidewalk Ends),"Sandraâ€™s seen a leprechaun,",magic,troll,leprechaun,Happy,she loves to see magic,she then saw a troll with a horn,and she looked erratic,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
MAGIC (Where the Sidewalk Ends),"Sandraâ€™s seen a leprechaun,",magic,troll,leprechaun,Happy,it was short and fat,hey little girl have you seen my pot of gold,o,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
MAGIC (Where the Sidewalk Ends),"Sandraâ€™s seen a leprechaun,",magic,troll,leprechaun,Happy,it was short and fat,hey little girl have you seen my pot of gold,o,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
MAGIC (Where the Sidewalk Ends),"Sandraâ€™s seen a leprechaun,",magic,troll,leprechaun,Happy,it was short and fat,hey little girl have you seen my pot of gold,o,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
MAGIC (Where the Sidewalk Ends),"Sandraâ€™s seen a leprechaun,",magic,troll,leprechaun,Happy,And she's also seen a troll,She has a magic wand,She's on a roll!,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
MAGIC (Where the Sidewalk Ends),"Sandraâ€™s seen a leprechaun,",magic,troll,leprechaun,Happy,And she's also seen a troll,She has a magic wand,She's on a roll!,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
MAGIC (Where the Sidewalk Ends),"Sandraâ€™s seen a leprechaun,",magic,troll,leprechaun,Happy,And she's also seen a troll,She has a magic wand,She's on a roll!,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
LITTLE PIGâ€™S TREAT (Falling Up),"Said the pig to his pop,",pig,candy,pop,Neutral,Can I have some candy please?,Said the Pop to his pig,"Fine and dandy, if you'll share it with me.",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
LITTLE PIGâ€™S TREAT (Falling Up),"Said the pig to his pop,",pig,candy,pop,Neutral,Can I have some candy please?,Said the Pop to his pig,"Fine and dandy, if you'll share it with me.",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
LITTLE PIGâ€™S TREAT (Falling Up),"Said the pig to his pop,",pig,candy,pop,Neutral,Can I have some candy please?,Said the Pop to his pig,"Fine and dandy, if you'll share it with me.",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
LITTLE PIGâ€™S TREAT (Falling Up),"Said the pig to his pop,",pig,candy,pop,Neutral,I want to get candy,Let's go to the shop,And that will be handy,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
LITTLE PIGâ€™S TREAT (Falling Up),"Said the pig to his pop,",pig,candy,pop,Neutral,I want to get candy,Let's go to the shop,And that will be handy,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
LITTLE PIGâ€™S TREAT (Falling Up),"Said the pig to his pop,",pig,candy,pop,Neutral,I want to get candy,Let's go to the shop,And that will be handy,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
LITTLE PIGâ€™S TREAT (Falling Up),"Said the pig to his pop,",pig,candy,pop,Neutral,There's the candy shop,"Oh, please let's go inside",And I promise I won't,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
LITTLE PIGâ€™S TREAT (Falling Up),"Said the pig to his pop,",pig,candy,pop,Neutral,There's the candy shop,"Oh, please let's go inside",And I promise I won't,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
LITTLE PIGâ€™S TREAT (Falling Up),"Said the pig to his pop,",pig,candy,pop,Neutral,There's the candy shop,"Oh, please let's go inside",And I promise I won't,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
FALLING UP (Falling Up),I tripped on my shoelace,tripped,shoelace,sick,Neutral,So everyone made fun.,Now I have pain in my face.,but it's over and done.,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
FALLING UP (Falling Up),I tripped on my shoelace,tripped,shoelace,sick,Neutral,So everyone made fun.,Now I have pain in my face.,but it's over and done.,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
FALLING UP (Falling Up),I tripped on my shoelace,tripped,shoelace,sick,Neutral,So everyone made fun.,Now I have pain in my face.,but it's over and done.,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
FALLING UP (Falling Up),I tripped on my shoelace,tripped,shoelace,sick,Neutral,and fell on my face,"The street is all potholes,",I'm sick of this place,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
FALLING UP (Falling Up),I tripped on my shoelace,tripped,shoelace,sick,Neutral,and fell on my face,"The street is all potholes,",I'm sick of this place,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
FALLING UP (Falling Up),I tripped on my shoelace,tripped,shoelace,sick,Neutral,and fell on my face,"The street is all potholes,",I'm sick of this place,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
FALLING UP (Falling Up),I tripped on my shoelace,tripped,shoelace,sick,Neutral,and the aglet ripped,i need to pack this suitcase,before I get sick,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
FALLING UP (Falling Up),I tripped on my shoelace,tripped,shoelace,sick,Neutral,and the aglet ripped,i need to pack this suitcase,before I get sick,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
FALLING UP (Falling Up),I tripped on my shoelace,tripped,shoelace,sick,Neutral,and the aglet ripped,i need to pack this suitcase,before I get sick,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
FISH? (Where the Sidewalk Ends),"The little fish eats the tiny fish,",little,big,fat,Funny,the big fish eats the little fish,so only the biggest fish get fat,do you know any folks like that?,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
FISH? (Where the Sidewalk Ends),"The little fish eats the tiny fish,",little,big,fat,Funny,the big fish eats the little fish,so only the biggest fish get fat,do you know any folks like that?,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
FISH? (Where the Sidewalk Ends),"The little fish eats the tiny fish,",little,big,fat,Funny,the big fish eats the little fish,so only the biggest fish get fat,do you know any folks like that?,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
FISH? (Where the Sidewalk Ends),"The little fish eats the tiny fish,",little,big,fat,Funny,The big one eats the other two,"Now the big fish is fat,",And grew and grew and grew.,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
FISH? (Where the Sidewalk Ends),"The little fish eats the tiny fish,",little,big,fat,Funny,The big one eats the other two,"Now the big fish is fat,",And grew and grew and grew.,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
FISH? (Where the Sidewalk Ends),"The little fish eats the tiny fish,",little,big,fat,Funny,The big one eats the other two,"Now the big fish is fat,",And grew and grew and grew.,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
FISH? (Where the Sidewalk Ends),"The little fish eats the tiny fish,",little,big,fat,Funny,the tiny fish gets so sad,The big fish eat the little fish,So seafood is very bad.,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
FISH? (Where the Sidewalk Ends),"The little fish eats the tiny fish,",little,big,fat,Funny,the tiny fish gets so sad,The big fish eat the little fish,So seafood is very bad.,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
FISH? (Where the Sidewalk Ends),"The little fish eats the tiny fish,",little,big,fat,Funny,the tiny fish gets so sad,The big fish eat the little fish,So seafood is very bad.,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
OURCHESTRA (Where the Sidewalk Ends),"So you havenâ€™t got a drum, just beat your belly.",music,belly,instruments,Happy,Instruments Santa didn't bring,Jiggle your belly like a bowl full of jelly,"Music, joy, laughter, and sing",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
OURCHESTRA (Where the Sidewalk Ends),"So you havenâ€™t got a drum, just beat your belly.",music,belly,instruments,Happy,Instruments Santa didn't bring,Jiggle your belly like a bowl full of jelly,"Music, joy, laughter, and sing",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
OURCHESTRA (Where the Sidewalk Ends),"So you havenâ€™t got a drum, just beat your belly.",music,belly,instruments,Happy,Instruments Santa didn't bring,Jiggle your belly like a bowl full of jelly,"Music, joy, laughter, and sing",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
OURCHESTRA (Where the Sidewalk Ends),"So you havenâ€™t got a drum, just beat your belly.",music,belly,instruments,Happy,So I haven't got a horn-I'll play my nose,So we haven't any cymbals-,We'll just slap our hands together,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
OURCHESTRA (Where the Sidewalk Ends),"So you havenâ€™t got a drum, just beat your belly.",music,belly,instruments,Happy,So I haven't got a horn-I'll play my nose,So we haven't any cymbals-,We'll just slap our hands together,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
