"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.title","Input.first_line","Input.keyword1","Input.keyword2","Input.keyword3","Input.mood","Answer.line1","Answer.line2","Answer.line3","Approve","Reject"
"3Q7TKIAPOTPNJE4VDC5LG85UUFFLDI","3G39WTVP4CO8OXYZXH2NUHOSVU66LB","Be the Poet!","Write a short (3 line) poem","Poetry, poem, mood, keywords, text","$0.01","Tue Apr 16 15:58:31 PDT 2019","3","BatchId:3610020;OriginalHitTemplateId:928390828;","3600","259200","Tue Apr 23 15:58:31 PDT 2019","","","3QAVNHZ3ENJS8RZDJ4JLEQTDPXTLAX","A3GAZTWHEUPOWD","Submitted","Tue Apr 16 19:49:55 PDT 2019","Tue Apr 16 19:53:06 PDT 2019","Fri Apr 19 19:53:06 PDT 2019","","","","191","0% (0/0)","0% (0/0)","0% (0/0)","YESEES AND NOEES (Every Thing On It)","The Yesees said yes to anything","yesees","noees","thinkforyourselfees","Sad","The Noees said no to everything","The Thinkforyourselfees refused to do anything","So the Yesses were left with no one to do anything with.",,
"337F8MIIMZSXMMWGV8I9FKJ0E4B40F","3G39WTVP4CO8OXYZXH2NUHOSVU66LB","Be the Poet!","Write a short (3 line) poem","Poetry, poem, mood, keywords, text","$0.01","Tue Apr 16 15:58:31 PDT 2019","3","BatchId:3610020;OriginalHitTemplateId:928390828;","3600","259200","Tue Apr 23 15:58:31 PDT 2019","","","37XITHEISXOR44RO82C86XS0VQYRCM","A2DCY0ANVT2BAW","Submitted","Tue Apr 16 17:37:39 PDT 2019","Tue Apr 16 17:39:30 PDT 2019","Fri Apr 19 17:39:30 PDT 2019","","","","111","0% (0/0)","0% (0/0)","0% (0/0)","HUG O’WAR (Where the Sidewalk Ends)","I will not play tug o’ war.","giggles","wins","grins","Happy","It would be fun if he wins","He pulls the rope while he grins","It is a great day to be outdoors.",,
"337F8MIIMZSXMMWGV8I9FKJ0E4B40F","3G39WTVP4CO8OXYZXH2NUHOSVU66LB","Be the Poet!","Write a short (3 line) poem","Poetry, poem, mood, keywords, text","$0.01","Tue Apr 16 15:58:31 PDT 2019","3","BatchId:3610020;OriginalHitTemplateId:928390828;","3600","259200","Tue Apr 23 15:58:31 PDT 2019","","","3MH9DQ757XRW18ZAEI3W1Z0Z0KTGUU","A2UXHHB01WOTI2","Submitted","Wed Apr 17 04:56:11 PDT 2019","Wed Apr 17 04:57:47 PDT 2019","Sat Apr 20 04:57:47 PDT 2019","","","","96","0% (0/0)","0% (0/0)","0% (0/0)","HUG O’WAR (Where the Sidewalk Ends)","I will not play tug o’ war.","giggles","wins","grins","Happy","Because every alway giggles","It never matters who wins,","There will be grins and sniggles.",,
"337F8MIIMZSXMMWGV8I9FKJ0E4B40F","3G39WTVP4CO8OXYZXH2NUHOSVU66LB","Be the Poet!","Write a short (3 line) poem","Poetry, poem, mood, keywords, text","$0.01","Tue Apr 16 15:58:31 PDT 2019","3","BatchId:3610020;OriginalHitTemplateId:928390828;","3600","259200","Tue Apr 23 15:58:31 PDT 2019","","","3PEIJLRY6U8KFYJ5YSI179LROP3XW3","A3OYZK65C2G39N","Submitted","Tue Apr 16 23:00:17 PDT 2019","Tue Apr 16 23:28:53 PDT 2019","Fri Apr 19 23:28:53 PDT 2019","","","","1716","0% (0/0)","0% (0/0)","0% (0/0)","HUG O’WAR (Where the Sidewalk Ends)","I will not play tug o’ war.","giggles","wins","grins","Happy","i always fall,im always sore,","she giggles and spins ,again and again","the big kid always wins and i just like to spin.",,
"3ECKRY5B1QBOWE1LKRX5FKW51TVIZ0","3G39WTVP4CO8OXYZXH2NUHOSVU66LB","Be the Poet!","Write a short (3 line) poem","Poetry, poem, mood, keywords, text","$0.01","Tue Apr 16 15:58:31 PDT 2019","3","BatchId:3610020;OriginalHitTemplateId:928390828;","3600","259200","Tue Apr 23 15:58:31 PDT 2019","","","35DR22AR5EZNO0HHO87Z2CAUQXG3XC","A3OYZK65C2G39N","Submitted","Wed Apr 17 00:30:15 PDT 2019","Wed Apr 17 00:36:06 PDT 2019","Sat Apr 20 00:36:06 PDT 2019","","","","351","0% (0/0)","0% (0/0)","0% (0/0)","RIDICULOUS ROSE (Where the Sidewalk Ends)","Her mama said, “Don’t eat with your fingers.”","toes","fingers","rose","Funny","buttterflies dont but bees have stingers","if you must pick a rose","then you must not use your toes.",,
"3ECKRY5B1QBOWE1LKRX5FKW51TVIZ0","3G39WTVP4CO8OXYZXH2NUHOSVU66LB","Be the Poet!","Write a short (3 line) poem","Poetry, poem, mood, keywords, text","$0.01","Tue Apr 16 15:58:31 PDT 2019","3","BatchId:3610020;OriginalHitTemplateId:928390828;","3600","259200","Tue Apr 23 15:58:31 PDT 2019","","","3KV0LJBBH304DQ3FLR6M9TXCP7MMRP","A3UAOFWTGZG80Q","Submitted","Wed Apr 17 02:19:34 PDT 2019","Wed Apr 17 02:25:17 PDT 2019","Sat Apr 20 02:25:17 PDT 2019","","","","343","0% (0/0)","0% (0/0)","0% (0/0)","RIDICULOUS ROSE (Where the Sidewalk Ends)","Her mama said, “Don’t eat with your fingers.”","toes","fingers","rose","Funny","Because now the smell from his hand still lingers","Nonetheless, he responded, ""At least I'm not eating with my toes""","""As they do still smell like a rose""",,
"3ECKRY5B1QBOWE1LKRX5FKW51TVIZ0","3G39WTVP4CO8OXYZXH2NUHOSVU66LB","Be the Poet!","Write a short (3 line) poem","Poetry, poem, mood, keywords, text","$0.01","Tue Apr 16 15:58:31 PDT 2019","3","BatchId:3610020;OriginalHitTemplateId:928390828;","3600","259200","Tue Apr 23 15:58:31 PDT 2019","","","3XUHV3NRVLDTGP46XND6ENKKG18H53","AD1HW7IUDT5FS","Submitted","Tue Apr 16 18:53:32 PDT 2019","Tue Apr 16 18:56:14 PDT 2019","Fri Apr 19 18:56:14 PDT 2019","","","","162","0% (0/0)","0% (0/0)","0% (0/0)","RIDICULOUS ROSE (Where the Sidewalk Ends)","Her mama said, “Don’t eat with your fingers.”","toes","fingers","rose","Funny","""Would you rather I eat with my toes?"" She said with a laugh","""You are so silly"" said mama in reply","""Or how about this nice red rose?"" She said pointing to the vase on the table",,
"3S8APUMBJXY84PWFD5BHQ5CAUYHBFW","3G39WTVP4CO8OXYZXH2NUHOSVU66LB","Be the Poet!","Write a short (3 line) poem","Poetry, poem, mood, keywords, text","$0.01","Tue Apr 16 15:58:31 PDT 2019","3","BatchId:3610020;OriginalHitTemplateId:928390828;","3600","259200","Tue Apr 23 15:58:31 PDT 2019","","","30BXRYBRP5CNT8JQTO0F4NXX001WHS","A194GFRQZ7GHCK","Submitted","Wed Apr 17 02:07:06 PDT 2019","Wed Apr 17 02:09:38 PDT 2019","Sat Apr 20 02:09:38 PDT 2019","","","","152","0% (0/0)","0% (0/0)","0% (0/0)","MONSTERS I’VE MET (A Light in the Attic)","I met a ghost, but he didn’t want my head,","ghost","devil","vampire","Funny","He is keep disturbing me","I wanted to hit him","But He loves me so much",,
"3S8APUMBJXY84PWFD5BHQ5CAUYHBFW","3G39WTVP4CO8OXYZXH2NUHOSVU66LB","Be the Poet!","Write a short (3 line) poem","Poetry, poem, mood, keywords, text","$0.01","Tue Apr 16 15:58:31 PDT 2019","3","BatchId:3610020;OriginalHitTemplateId:928390828;","3600","259200","Tue Apr 23 15:58:31 PDT 2019","","","30H4UDGLT3XJ1DN08Z2X4YXXOOYPMY","A3HRT1N203Q955","Submitted","Tue Apr 16 21:03:38 PDT 2019","Tue Apr 16 21:06:27 PDT 2019","Fri Apr 19 21:06:27 PDT 2019","","","","169","0% (0/0)","0% (0/0)","0% (0/0)","MONSTERS I’VE MET (A Light in the Attic)","I met a ghost, but he didn’t want my head,","ghost","devil","vampire","Funny","He is not a ghost to other ghost,","But he thinks he's the devil,","And the vampire suck to eat his blood but the vampire realized he's just a ghost too.",,
"3S8APUMBJXY84PWFD5BHQ5CAUYHBFW","3G39WTVP4CO8OXYZXH2NUHOSVU66LB","Be the Poet!","Write a short (3 line) poem","Poetry, poem, mood, keywords, text","$0.01","Tue Apr 16 15:58:31 PDT 2019","3","BatchId:3610020;OriginalHitTemplateId:928390828;","3600","259200","Tue Apr 23 15:58:31 PDT 2019","","","3LO69W1SU4STIICG54BVAC4GNT6GL6","A3JDR0YSWPKWV8","Submitted","Tue Apr 16 23:33:48 PDT 2019","Tue Apr 16 23:38:05 PDT 2019","Fri Apr 19 23:38:05 PDT 2019","","","","257","0% (0/0)","0% (0/0)","0% (0/0)","MONSTERS I’VE MET (A Light in the Attic)","I met a ghost, but he didn’t want my head,","ghost","devil","vampire","Funny","He want devil in my head","and vampire in my mind","Happy to see such a funny ghost,who didn't want my head",,
"32TZXEA1OLZXTBHYRRM9TP2AJWH41I","3G39WTVP4CO8OXYZXH2NUHOSVU66LB","Be the Poet!","Write a short (3 line) poem","Poetry, poem, mood, keywords, text","$0.01","Tue Apr 16 15:58:31 PDT 2019","3","BatchId:3610020;OriginalHitTemplateId:928390828;","3600","259200","Tue Apr 23 15:58:31 PDT 2019","","","323Q6SJS8JVLIMXV3ZQF0ZBX5XQFHS","A2UXHHB01WOTI2","Submitted","Wed Apr 17 04:39:31 PDT 2019","Wed Apr 17 04:43:28 PDT 2019","Sat Apr 20 04:43:28 PDT 2019","","","","237","0% (0/0)","0% (0/0)","0% (0/0)","EARLY BIRD (Where the Sidewalk Ends)","Oh, if you’re a bird, be an early bird","bird","worm","early","Funny","An early one sees it all.","Like a worm in a berm","Of a parking lot at a mall.",,
"32TZXEA1OLZXTBHYRRM9TP2AJWH41I","3G39WTVP4CO8OXYZXH2NUHOSVU66LB","Be the Poet!","Write a short (3 line) poem","Poetry, poem, mood, keywords, text","$0.01","Tue Apr 16 15:58:31 PDT 2019","3","BatchId:3610020;OriginalHitTemplateId:928390828;","3600","259200","Tue Apr 23 15:58:31 PDT 2019","","","3C2NJ6JBKBWTRO7UI26LL0E4I622NE","A301AXWA83ICWC","Submitted","Wed Apr 17 06:08:48 PDT 2019","Wed Apr 17 06:09:38 PDT 2019","Sat Apr 20 06:09:38 PDT 2019","","","","50","0% (0/0)","0% (0/0)","0% (0/0)","EARLY BIRD (Where the Sidewalk Ends)","Oh, if you’re a bird, be an early bird","bird","worm","early","Funny","Wake up at the crack of dawn.","Do not hear another word","Go outside and eat worms from the lawn.",,
"32TZXEA1OLZXTBHYRRM9TP2AJWH41I","3G39WTVP4CO8OXYZXH2NUHOSVU66LB","Be the Poet!","Write a short (3 line) poem","Poetry, poem, mood, keywords, text","$0.01","Tue Apr 16 15:58:31 PDT 2019","3","BatchId:3610020;OriginalHitTemplateId:928390828;","3600","259200","Tue Apr 23 15:58:31 PDT 2019","","","3DQQ64TANH0F6PHEC18KDWZOMPZWPH","A11G3X4YM0CH4M","Submitted","Tue Apr 16 18:01:41 PDT 2019","Tue Apr 16 18:03:00 PDT 2019","Fri Apr 19 18:03:00 PDT 2019","","","","79","0% (0/0)","0% (0/0)","0% (0/0)","EARLY BIRD (Where the Sidewalk Ends)","Oh, if you’re a bird, be an early bird","bird","worm","early","Funny","the early bird gets the worm, only if the worm is a ealy bird","the early worms, gets to see a bird devour him","why are birds and worms waking up early?",,
"3OREP8RUT2QEIPSAOPHZ8QCMVDHBGV","3G39WTVP4CO8OXYZXH2NUHOSVU66LB","Be the Poet!","Write a short (3 line) poem","Poetry, poem, mood, keywords, text","$0.01","Tue Apr 16 15:58:32 PDT 2019","3","BatchId:3610020;OriginalHitTemplateId:928390828;","3600","259200","Tue Apr 23 15:58:32 PDT 2019","","","3DI28L7YXBTI8XCL6Z3OQUAQC501EE","A15VCKELIEEPJN","Submitted","Tue Apr 16 18:24:43 PDT 2019","Tue Apr 16 18:31:58 PDT 2019","Fri Apr 19 18:31:58 PDT 2019","","","","435","0% (0/0)","0% (0/0)","0% (0/0)","JAKE SAYS (Every Thing On It)","Yes, I'm adopted.","adopted","kids","chose","Happy","This I chose to say.","With all kids co-opted.","May share in my claim.",,
"3OREP8RUT2QEIPSAOPHZ8QCMVDHBGV","3G39WTVP4CO8OXYZXH2NUHOSVU66LB","Be the Poet!","Write a short (3 line) poem","Poetry, poem, mood, keywords, text","$0.01","Tue Apr 16 15:58:32 PDT 2019","3","BatchId:3610020;OriginalHitTemplateId:928390828;","3600","259200","Tue Apr 23 15:58:32 PDT 2019","","","3E7TUJ2EGD1V5W1GEH7XZIAOA4KD91","A2KJ2DFPCND1LI","Submitted","Tue Apr 16 16:13:52 PDT 2019","Tue Apr 16 16:17:48 PDT 2019","Fri Apr 19 16:17:48 PDT 2019","","","","236","0% (0/0)","0% (0/0)","0% (0/0)","JAKE SAYS (Every Thing On It)","Yes, I'm adopted.","adopted","kids","chose","Happy","Different from the other kids","My parents chose me","To live happily ever after",,
"3OREP8RUT2QEIPSAOPHZ8QCMVDHBGV","3G39WTVP4CO8OXYZXH2NUHOSVU66LB","Be the Poet!","Write a short (3 line) poem","Poetry, poem, mood, keywords, text","$0.01","Tue Apr 16 15:58:32 PDT 2019","3","BatchId:3610020;OriginalHitTemplateId:928390828;","3600","259200","Tue Apr 23 15:58:32 PDT 2019","","","3GNA64GUZFJ6TI39GD00N1CL7PV5QG","A3HRT1N203Q955","Submitted","Tue Apr 16 21:06:27 PDT 2019","Tue Apr 16 21:07:39 PDT 2019","Fri Apr 19 21:07:39 PDT 2019","","","","72","0% (0/0)","0% (0/0)","0% (0/0)","JAKE SAYS (Every Thing On It)","Yes, I'm adopted.","adopted","kids","chose","Happy","I may me adopted.","But I'm no different from other kids.","I know God chose me and accepted me as who I am.",,
"3W0XM68YZPAI7D61CJ9P06R6GI71K5","3G39WTVP4CO8OXYZXH2NUHOSVU66LB","Be the Poet!","Write a short (3 line) poem","Poetry, poem, mood, keywords, text","$0.01","Tue Apr 16 15:58:32 PDT 2019","3","BatchId:3610020;OriginalHitTemplateId:928390828;","3600","259200","Tue Apr 23 15:58:32 PDT 2019","","","31Z0PCVWULUY829KLA9SQQ14I397TX","A3OYZK65C2G39N","Submitted","Tue Apr 16 23:28:53 PDT 2019","Tue Apr 16 23:41:00 PDT 2019","Fri Apr 19 23:41:00 PDT 2019","","","","727","0% (0/0)","0% (0/0)","0% (0/0)","COLORS (Where the Sidewalk Ends)","My skin is kind of sort of brownish","skin","hair","color","Neutral","my hair is curly sort of clown-ish","i wish my skin was orange or yellow","like a clown i would be  funny-ish  type  fellow.",,
"3W0XM68YZPAI7D61CJ9P06R6GI71K5","3G39WTVP4CO8OXYZXH2NUHOSVU66LB","Be the Poet!","Write a short (3 line) poem","Poetry, poem, mood, keywords, text","$0.01","Tue Apr 16 15:58:32 PDT 2019","3","BatchId:3610020;OriginalHitTemplateId:928390828;","3600","259200","Tue Apr 23 15:58:32 PDT 2019","","","3OS4RQUCRAUBR9U937GJEO8ZAKRBFE","A122RVIUXTKC9I","Submitted","Wed Apr 17 05:41:14 PDT 2019","Wed Apr 17 05:43:46 PDT 2019","Sat Apr 20 05:43:46 PDT 2019","","","","152","0% (0/0)","0% (0/0)","0% (0/0)","COLORS (Where the Sidewalk Ends)","My skin is kind of sort of brownish","skin","hair","color","Neutral","exact opposite of my hair","the thing about color is that any one is fair","and life goes on",,
"3W0XM68YZPAI7D61CJ9P06R6GI71K5","3G39WTVP4CO8OXYZXH2NUHOSVU66LB","Be the Poet!","Write a short (3 line) poem","Poetry, poem, mood, keywords, text","$0.01","Tue Apr 16 15:58:32 PDT 2019","3","BatchId:3610020;OriginalHitTemplateId:928390828;","3600","259200","Tue Apr 23 15:58:32 PDT 2019","","","3PDJHANYK6VPZT4K26NB6TYKCYO6HH","A2UXHHB01WOTI2","Submitted","Wed Apr 17 04:52:37 PDT 2019","Wed Apr 17 04:54:03 PDT 2019","Sat Apr 20 04:54:03 PDT 2019","","","","86","0% (0/0)","0% (0/0)","0% (0/0)","COLORS (Where the Sidewalk Ends)","My skin is kind of sort of brownish","skin","hair","color","Neutral","My hair is brownish too.","Brown is not a color I like,","It reminds me of a shoe.",,
"3U74KRR67M0KO33DBFLFY4R52W3NT5","3G39WTVP4CO8OXYZXH2NUHOSVU66LB","Be the Poet!","Write a short (3 line) poem","Poetry, poem, mood, keywords, text","$0.01","Tue Apr 16 15:58:32 PDT 2019","3","BatchId:3610020;OriginalHitTemplateId:928390828;","3600","259200","Tue Apr 23 15:58:32 PDT 2019","","","32ZKVD547G2GBXEGJCFHDFJ27TLB32","A3HT13QMYIQ6Q5","Submitted","Tue Apr 16 23:03:30 PDT 2019","Tue Apr 16 23:07:28 PDT 2019","Fri Apr 19 23:07:28 PDT 2019","","","","238","0% (0/0)","0% (0/0)","0% (0/0)","MAGIC (Where the Sidewalk Ends)","Sandra’s seen a leprechaun,","magic","troll","leprechaun","Happy","who is named john,","the leprechaun isn't a troll,","but it does know how to roll",,
"3U74KRR67M0KO33DBFLFY4R52W3NT5","3G39WTVP4CO8OXYZXH2NUHOSVU66LB","Be the Poet!","Write a short (3 line) poem","Poetry, poem, mood, keywords, text","$0.01","Tue Apr 16 15:58:32 PDT 2019","3","BatchId:3610020;OriginalHitTemplateId:928390828;","3600","259200","Tue Apr 23 15:58:32 PDT 2019","","","3R9WASFE20V797XP9LWM06F21MBFZK","A3CEO8VV1ZMXY0","Submitted","Tue Apr 16 22:48:03 PDT 2019","Tue Apr 16 22:49:23 PDT 2019","Fri Apr 19 22:49:23 PDT 2019","","","","80","0% (0/0)","0% (0/0)","0% (0/0)","MAGIC (Where the Sidewalk Ends)","Sandra’s seen a leprechaun,","magic","troll","leprechaun","Happy","Sandra’sseenaleprechaun","Eddietouchedatroll,","Lauriedancedwithwitchesonce,",,
"3U74KRR67M0KO33DBFLFY4R52W3NT5","3G39WTVP4CO8OXYZXH2NUHOSVU66LB","Be the Poet!","Write a short (3 line) poem","Poetry, poem, mood, keywords, text","$0.01","Tue Apr 16 15:58:32 PDT 2019","3","BatchId:3610020;OriginalHitTemplateId:928390828;","3600","259200","Tue Apr 23 15:58:32 PDT 2019","","","3UJ1CZ6IZI4I6YIM8HP5I1RMPDXS59","A3D7OEB9J0KN0C","Submitted","Tue Apr 16 22:58:02 PDT 2019","Tue Apr 16 22:59:10 PDT 2019","Fri Apr 19 22:59:10 PDT 2019","","","","68","0% (0/0)","0% (0/0)","0% (0/0)","MAGIC (Where the Sidewalk Ends)","Sandra’s seen a leprechaun,","magic","troll","leprechaun","Happy","I tiny little troll","His magic, a story to be told","For Sandra's seen a leprechaun",,
"31GECDVA9J16FKM9GLR5LJD5NY3663","3G39WTVP4CO8OXYZXH2NUHOSVU66LB","Be the Poet!","Write a short (3 line) poem","Poetry, poem, mood, keywords, text","$0.01","Tue Apr 16 15:58:32 PDT 2019","3","BatchId:3610020;OriginalHitTemplateId:928390828;","3600","259200","Tue Apr 23 15:58:32 PDT 2019","","","36W0OB37HXTRN3OV4BKM3RRFHZMHZE","A3TZOI7H92CWU7","Submitted","Tue Apr 16 17:38:45 PDT 2019","Tue Apr 16 17:39:55 PDT 2019","Fri Apr 19 17:39:55 PDT 2019","","","","70","0% (0/0)","0% (0/0)","0% (0/0)","LITTLE PIG’S TREAT (Falling Up)","Said the pig to his pop,","pig","candy","pop","Neutral","""It's okay little pop""","Here is a candy","Smile and be happy, said pig.",,
"31GECDVA9J16FKM9GLR5LJD5NY3663","3G39WTVP4CO8OXYZXH2NUHOSVU66LB","Be the Poet!","Write a short (3 line) poem","Poetry, poem, mood, keywords, text","$0.01","Tue Apr 16 15:58:32 PDT 2019","3","BatchId:3610020;OriginalHitTemplateId:928390828;","3600","259200","Tue Apr 23 15:58:32 PDT 2019","","","3SITXWYCNWOSRVLU31M5KV86EM0XBY","A1THSBWV04YAIK","Submitted","Tue Apr 16 16:27:41 PDT 2019","Tue Apr 16 16:28:33 PDT 2019","Fri Apr 19 16:28:33 PDT 2019","","","","52","0% (0/0)","0% (0/0)","0% (0/0)","LITTLE PIG’S TREAT (Falling Up)","Said the pig to his pop,","pig","candy","pop","Neutral","""Pop, I want some candy!""","Said the pop to his pig,","""Well, ain't that just dandy.""",,
"31GECDVA9J16FKM9GLR5LJD5NY3663","3G39WTVP4CO8OXYZXH2NUHOSVU66LB","Be the Poet!","Write a short (3 line) poem","Poetry, poem, mood, keywords, text","$0.01","Tue Apr 16 15:58:32 PDT 2019","3","BatchId:3610020;OriginalHitTemplateId:928390828;","3600","259200","Tue Apr 23 15:58:32 PDT 2019","","","3VAR3R6G1QGMVO9VZYFZAGRCUCA8O5","A37SLQRKOALNV6","Submitted","Tue Apr 16 16:23:04 PDT 2019","Tue Apr 16 16:23:51 PDT 2019","Fri Apr 19 16:23:51 PDT 2019","","","","47","0% (0/0)","0% (0/0)","0% (0/0)","LITTLE PIG’S TREAT (Falling Up)","Said the pig to his pop,","pig","candy","pop","Neutral","put down that mop;","Pick up your shovel,","Get me  some more slop.",,
"3Q7TKIAPOTPNJE4VDC5LG85UUFFDLA","3G39WTVP4CO8OXYZXH2NUHOSVU66LB","Be the Poet!","Write a short (3 line) poem","Poetry, poem, mood, keywords, text","$0.01","Tue Apr 16 15:58:32 PDT 2019","3","BatchId:3610020;OriginalHitTemplateId:928390828;","3600","259200","Tue Apr 23 15:58:32 PDT 2019","","","39OWYR0EPL674HNKDZU3MZ60VQYYFZ","A1Z3JC2PW0L1NY","Submitted","Tue Apr 16 17:09:11 PDT 2019","Tue Apr 16 17:11:01 PDT 2019","Fri Apr 19 17:11:01 PDT 2019","","","","110","0% (0/0)","0% (0/0)","0% (0/0)","FALLING UP (Falling Up)","I tripped on my shoelace","tripped","shoelace","sick","Neutral","and fell to the floor","I felt sick to my stomach","as she walked through the door",,
"3Q7TKIAPOTPNJE4VDC5LG85UUFFDLA","3G39WTVP4CO8OXYZXH2NUHOSVU66LB","Be the Poet!","Write a short (3 line) poem","Poetry, poem, mood, keywords, text","$0.01","Tue Apr 16 15:58:32 PDT 2019","3","BatchId:3610020;OriginalHitTemplateId:928390828;","3600","259200","Tue Apr 23 15:58:32 PDT 2019","","","3B1NLC6UG0BJ93REXW42RTD0S01PG1","A2DCY0ANVT2BAW","Submitted","Tue Apr 16 17:34:02 PDT 2019","Tue Apr 16 17:35:01 PDT 2019","Fri Apr 19 17:35:01 PDT 2019","","","","59","0% (0/0)","0% (0/0)","0% (0/0)","FALLING UP (Falling Up)","I tripped on my shoelace","tripped","shoelace","sick","Neutral","I feel clumsy","I feel sick.","I will not do it again",,
"3Q7TKIAPOTPNJE4VDC5LG85UUFFDLA","3G39WTVP4CO8OXYZXH2NUHOSVU66LB","Be the Poet!","Write a short (3 line) poem","Poetry, poem, mood, keywords, text","$0.01","Tue Apr 16 15:58:32 PDT 2019","3","BatchId:3610020;OriginalHitTemplateId:928390828;","3600","259200","Tue Apr 23 15:58:32 PDT 2019","","","3HQUKB7LNGT5WIO1YPEF3KNALCEHH3","A3OYZK65C2G39N","Submitted","Wed Apr 17 00:10:02 PDT 2019","Wed Apr 17 00:13:55 PDT 2019","Sat Apr 20 00:13:55 PDT 2019","","","","233","0% (0/0)","0% (0/0)","0% (0/0)","FALLING UP (Falling Up)","I tripped on my shoelace","tripped","shoelace","sick","Neutral","a sick little smile on my  sick face","I tripped right  on outta that place","I tripped and floated right out to space",,
"37VE3DA4YUWSILNL8VZHTQONADUBHU","3G39WTVP4CO8OXYZXH2NUHOSVU66LB","Be the Poet!","Write a short (3 line) poem","Poetry, poem, mood, keywords, text","$0.01","Tue Apr 16 15:58:32 PDT 2019","3","BatchId:3610020;OriginalHitTemplateId:928390828;","3600","259200","Tue Apr 23 15:58:32 PDT 2019","","","32RIADZISTJ0AFEMUC6VD9L8PG9S49","AKZ706Z6L6LOV","Submitted","Tue Apr 16 18:05:21 PDT 2019","Tue Apr 16 18:06:07 PDT 2019","Fri Apr 19 18:06:07 PDT 2019","","","","46","0% (0/0)","0% (0/0)","0% (0/0)","FISH? (Where the Sidewalk Ends)","The little fish eats the tiny fish,","little","big","fat","Funny","the big fish","has a little dish","and gets as fat as he wish",,
"37VE3DA4YUWSILNL8VZHTQONADUBHU","3G39WTVP4CO8OXYZXH2NUHOSVU66LB","Be the Poet!","Write a short (3 line) poem","Poetry, poem, mood, keywords, text","$0.01","Tue Apr 16 15:58:32 PDT 2019","3","BatchId:3610020;OriginalHitTemplateId:928390828;","3600","259200","Tue Apr 23 15:58:32 PDT 2019","","","38F5OAUN5OR83TIPLGS3C7YG78U7H1","A3HRT1N203Q955","Submitted","Tue Apr 16 21:08:49 PDT 2019","Tue Apr 16 21:10:04 PDT 2019","Fri Apr 19 21:10:04 PDT 2019","","","","75","0% (0/0)","0% (0/0)","0% (0/0)","FISH? (Where the Sidewalk Ends)","The little fish eats the tiny fish,","little","big","fat","Funny","The little fish eats the tiny fish,","The big snake eats the huge snake,","The fat will eat the tiny.",,
"37VE3DA4YUWSILNL8VZHTQONADUBHU","3G39WTVP4CO8OXYZXH2NUHOSVU66LB","Be the Poet!","Write a short (3 line) poem","Poetry, poem, mood, keywords, text","$0.01","Tue Apr 16 15:58:32 PDT 2019","3","BatchId:3610020;OriginalHitTemplateId:928390828;","3600","259200","Tue Apr 23 15:58:32 PDT 2019","","","3LPW2N6LKUHYLBAQXMK5X29AA8G5UW","A2DCY0ANVT2BAW","Submitted","Tue Apr 16 17:35:01 PDT 2019","Tue Apr 16 17:36:18 PDT 2019","Fri Apr 19 17:36:18 PDT 2019","","","","77","0% (0/0)","0% (0/0)","0% (0/0)","FISH? (Where the Sidewalk Ends)","The little fish eats the tiny fish,","little","big","fat","Funny","The tiny fish swims in the little fish's belly.","The little fish is now a fat fish.","The little fish is no longer little.",,
"3BVS8WK9Q0ASEGY5EDH2T2P2AQ9BIN","3G39WTVP4CO8OXYZXH2NUHOSVU66LB","Be the Poet!","Write a short (3 line) poem","Poetry, poem, mood, keywords, text","$0.01","Tue Apr 16 15:58:32 PDT 2019","3","BatchId:3610020;OriginalHitTemplateId:928390828;","3600","259200","Tue Apr 23 15:58:32 PDT 2019","","","30H4UDGLT3XJ1DN08Z2X4YXXOO5PM5","A2WPXOVOS2QI9Y","Submitted","Tue Apr 16 21:49:29 PDT 2019","Tue Apr 16 21:52:22 PDT 2019","Fri Apr 19 21:52:22 PDT 2019","","","","173","0% (0/0)","0% (0/0)","0% (0/0)","OURCHESTRA (Where the Sidewalk Ends)","So you haven’t got a drum, just beat your belly.","music","belly","instruments","Happy","Stay in rhythm, don't move too late or too early","let's do an acapella, no instruments","or better yet, let's make sweet music with brass instruments",,
"3BVS8WK9Q0ASEGY5EDH2T2P2AQ9BIN","3G39WTVP4CO8OXYZXH2NUHOSVU66LB","Be the Poet!","Write a short (3 line) poem","Poetry, poem, mood, keywords, text","$0.01","Tue Apr 16 15:58:32 PDT 2019","3","BatchId:3610020;OriginalHitTemplateId:928390828;","3600","259200","Tue Apr 23 15:58:32 PDT 2019","","","3FE2ERCCZYN71G8CLFHAW2M2JMAOP5","A1583QYOFIMYWT","Submitted","Tue Apr 16 16:23:51 PDT 2019","Tue Apr 16 16:25:37 PDT 2019","Fri Apr 19 16:25:37 PDT 2019","","","","106","0% (0/0)","0% (0/0)","0% (0/0)","OURCHESTRA (Where the Sidewalk Ends)","So you haven’t got a drum, just beat your belly.","music","belly","instruments","Happy","Wiggle to the music, just like jelly.","With instruments, or without,","Join right in, give a shout.",,
