HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.Title,Input.Poem,Answer.keyword1,Answer.keyword2,Answer.keyword3,Answer.mood,Approve,Reject
39TX062QX13K1GJNY62XETE5A6QX3Y,3XJ64T7AMS3U1PLAX8HIE2XMD8HTWW,Poem Analysis,Read a poem and determine its mood and some key words.,"Poetry, poem, mood, keywords, text",$0.01 ,Fri Apr 12 11:14:09 PDT 2019,3,BatchId:3605104;OriginalHitTemplateId:928390877;,3600,259200,Fri Apr 19 11:14:09 PDT 2019,,,3DY4FPOOA23N3DXOZJ7DWPGPGC3RV4,AG3JMJ1DTXC89,Submitted,Fri Apr 12 13:44:14 PDT 2019,Fri Apr 12 13:45:18 PDT 2019,Mon Apr 15 13:45:18 PDT 2019,,,,64,0% (0/0),0% (0/0),0% (0/0),PUT SOMETHING IN (A Light in the Attic),"Draw a crazy picture,<br>Write a nutty poem,<br>Sing a mumble-gumble song,<br>Whistle through your comb.<br>Do a loony-goony dance<br>‘Cross the kitchen floor,<br>Put something silly in the world<br>That ain’t been there before.",nutty,mumble-gumble,loony-goony,Funny,,
39TX062QX13K1GJNY62XETE5A6QX3Y,3XJ64T7AMS3U1PLAX8HIE2XMD8HTWW,Poem Analysis,Read a poem and determine its mood and some key words.,"Poetry, poem, mood, keywords, text",$0.01 ,Fri Apr 12 11:14:09 PDT 2019,3,BatchId:3605104;OriginalHitTemplateId:928390877;,3600,259200,Fri Apr 19 11:14:09 PDT 2019,,,3OE22WJIGJ3NEXTOHE88VD416I4QUN,A34YPIHZ3OCPPS,Submitted,Fri Apr 12 12:55:31 PDT 2019,Fri Apr 12 12:56:48 PDT 2019,Mon Apr 15 12:56:48 PDT 2019,,,,77,0% (0/0),0% (0/0),0% (0/0),PUT SOMETHING IN (A Light in the Attic),"Draw a crazy picture,<br>Write a nutty poem,<br>Sing a mumble-gumble song,<br>Whistle through your comb.<br>Do a loony-goony dance<br>‘Cross the kitchen floor,<br>Put something silly in the world<br>That ain’t been there before.",Draw,Write,Sing,Neutral,,
3DWGDA5POFJWNO0DBNNW2F2NWB51V8,3XJ64T7AMS3U1PLAX8HIE2XMD8HTWW,Poem Analysis,Read a poem and determine its mood and some key words.,"Poetry, poem, mood, keywords, text",$0.01 ,Fri Apr 12 11:14:09 PDT 2019,3,BatchId:3605104;OriginalHitTemplateId:928390877;,3600,259200,Fri Apr 19 11:14:09 PDT 2019,,,31QNSG6A5S8FAIHWICYXZU5H43A78K,A2JAK7A44RN2EM,Submitted,Fri Apr 12 15:40:57 PDT 2019,Fri Apr 12 15:41:43 PDT 2019,Mon Apr 15 15:41:43 PDT 2019,,,,46,0% (0/0),0% (0/0),0% (0/0),YESEES AND NOEES (Every Thing On It),"The Yesees said yes to anything<br>That anyone suggested.<br>The Noees said no to everything<br>Unless it was proven and tested.<br>So the Yesees all died of much too much<br>And the Noees all died of fright,<br>But somehow I think the Thinkforyourselfees<br>All came out all right.",yesees,noees,thinkforyourselfees,Sad,,
3DWGDA5POFJWNO0DBNNW2F2NWB51V8,3XJ64T7AMS3U1PLAX8HIE2XMD8HTWW,Poem Analysis,Read a poem and determine its mood and some key words.,"Poetry, poem, mood, keywords, text",$0.01 ,Fri Apr 12 11:14:09 PDT 2019,3,BatchId:3605104;OriginalHitTemplateId:928390877;,3600,259200,Fri Apr 19 11:14:09 PDT 2019,,,39K0FND3AIUCE9HYJGK0E382PGNMAW,A21L4EEQE4QUGQ,Submitted,Fri Apr 12 14:34:50 PDT 2019,Fri Apr 12 14:36:14 PDT 2019,Mon Apr 15 14:36:14 PDT 2019,,,,84,0% (0/0),0% (0/0),0% (0/0),YESEES AND NOEES (Every Thing On It),"The Yesees said yes to anything<br>That anyone suggested.<br>The Noees said no to everything<br>Unless it was proven and tested.<br>So the Yesees all died of much too much<br>And the Noees all died of fright,<br>But somehow I think the Thinkforyourselfees<br>All came out all right.",Yesees,Noees,Thinkforyourselfees,Neutral,,
3DWGDA5POFJWNO0DBNNW2F2NWB51V8,3XJ64T7AMS3U1PLAX8HIE2XMD8HTWW,Poem Analysis,Read a poem and determine its mood and some key words.,"Poetry, poem, mood, keywords, text",$0.01 ,Fri Apr 12 11:14:09 PDT 2019,3,BatchId:3605104;OriginalHitTemplateId:928390877;,3600,259200,Fri Apr 19 11:14:09 PDT 2019,,,3PM8NZGV8ZVFV1NJMJJVFK3502AQX8,A3UOS4W5OWXDJQ,Submitted,Fri Apr 12 15:34:46 PDT 2019,Fri Apr 12 15:35:21 PDT 2019,Mon Apr 15 15:35:21 PDT 2019,,,,35,0% (0/0),0% (0/0),0% (0/0),YESEES AND NOEES (Every Thing On It),"The Yesees said yes to anything<br>That anyone suggested.<br>The Noees said no to everything<br>Unless it was proven and tested.<br>So the Yesees all died of much too much<br>And the Noees all died of fright,<br>But somehow I think the Thinkforyourselfees<br>All came out all right.",Yesees,Noees,Thinkforyourselfees,Happy,,
3RHLQY6EDTJRL6XA7K64UR3J8OB4DP,3XJ64T7AMS3U1PLAX8HIE2XMD8HTWW,Poem Analysis,Read a poem and determine its mood and some key words.,"Poetry, poem, mood, keywords, text",$0.01 ,Fri Apr 12 11:14:09 PDT 2019,3,BatchId:3605104;OriginalHitTemplateId:928390877;,3600,259200,Fri Apr 19 11:14:09 PDT 2019,,,30LB5CDZNDPGC3IZ63D1XZSYVYAZ0G,A3UOS4W5OWXDJQ,Submitted,Fri Apr 12 15:36:29 PDT 2019,Fri Apr 12 15:36:47 PDT 2019,Mon Apr 15 15:36:47 PDT 2019,,,,18,0% (0/0),0% (0/0),0% (0/0),HUG O’WAR (Where the Sidewalk Ends),"I will not play tug o’ war.<br>I’d rather play hug o’ war,<br>Where everyone hugs<br>Instead of tugs,<br>Where everyone giggles<br>And rolls on the rug,<br>Where everyone kisses,<br>And everyone grins,<br>And everyone cuddles,<br>And everyone wins.",giggles,grins,cuddles,Happy,,
3RHLQY6EDTJRL6XA7K64UR3J8OB4DP,3XJ64T7AMS3U1PLAX8HIE2XMD8HTWW,Poem Analysis,Read a poem and determine its mood and some key words.,"Poetry, poem, mood, keywords, text",$0.01 ,Fri Apr 12 11:14:09 PDT 2019,3,BatchId:3605104;OriginalHitTemplateId:928390877;,3600,259200,Fri Apr 19 11:14:09 PDT 2019,,,3483FV8BEFYLK312JLK4JPSINTG621,A2C7EYRPWL8B3L,Submitted,Fri Apr 12 16:45:50 PDT 2019,Fri Apr 12 16:46:18 PDT 2019,Mon Apr 15 16:46:18 PDT 2019,,,,28,0% (0/0),0% (0/0),0% (0/0),HUG O’WAR (Where the Sidewalk Ends),"I will not play tug o’ war.<br>I’d rather play hug o’ war,<br>Where everyone hugs<br>Instead of tugs,<br>Where everyone giggles<br>And rolls on the rug,<br>Where everyone kisses,<br>And everyone grins,<br>And everyone cuddles,<br>And everyone wins.",war,hugs,wins,Happy,,
3RHLQY6EDTJRL6XA7K64UR3J8OB4DP,3XJ64T7AMS3U1PLAX8HIE2XMD8HTWW,Poem Analysis,Read a poem and determine its mood and some key words.,"Poetry, poem, mood, keywords, text",$0.01 ,Fri Apr 12 11:14:09 PDT 2019,3,BatchId:3605104;OriginalHitTemplateId:928390877;,3600,259200,Fri Apr 19 11:14:09 PDT 2019,,,3R08VXYT7DAQ0JDEGFE3DA83M8B7WT,AMZ59DGY7I2ZI,Submitted,Fri Apr 12 11:47:30 PDT 2019,Fri Apr 12 11:47:58 PDT 2019,Mon Apr 15 11:47:58 PDT 2019,,,,28,0% (0/0),0% (0/0),0% (0/0),HUG O’WAR (Where the Sidewalk Ends),"I will not play tug o’ war.<br>I’d rather play hug o’ war,<br>Where everyone hugs<br>Instead of tugs,<br>Where everyone giggles<br>And rolls on the rug,<br>Where everyone kisses,<br>And everyone grins,<br>And everyone cuddles,<br>And everyone wins.",hug,giggles,wins,Happy,,
33TGB4G0LPWP0XHHDL8OW6I3453TXB,3XJ64T7AMS3U1PLAX8HIE2XMD8HTWW,Poem Analysis,Read a poem and determine its mood and some key words.,"Poetry, poem, mood, keywords, text",$0.01 ,Fri Apr 12 11:14:09 PDT 2019,3,BatchId:3605104;OriginalHitTemplateId:928390877;,3600,259200,Fri Apr 19 11:14:09 PDT 2019,,,3IX2EGZR7CYECIXUIUTUT15VLOVJR8,AMZ59DGY7I2ZI,Submitted,Fri Apr 12 11:40:00 PDT 2019,Fri Apr 12 11:40:25 PDT 2019,Mon Apr 15 11:40:25 PDT 2019,,,,25,0% (0/0),0% (0/0),0% (0/0),RIDICULOUS ROSE (Where the Sidewalk Ends),"Her mama said, “Don’t eat with your fingers.”<br>“OK,” said Ridiculous Rose,<br>So she ate with her toes.",fingers,toes,rose,Funny,,
33TGB4G0LPWP0XHHDL8OW6I3453TXB,3XJ64T7AMS3U1PLAX8HIE2XMD8HTWW,Poem Analysis,Read a poem and determine its mood and some key words.,"Poetry, poem, mood, keywords, text",$0.01 ,Fri Apr 12 11:14:09 PDT 2019,3,BatchId:3605104;OriginalHitTemplateId:928390877;,3600,259200,Fri Apr 19 11:14:09 PDT 2019,,,3WYP994K186BLOU9C6RZSTTN253Y6W,A3TEVNU2YYO1VH,Submitted,Fri Apr 12 12:56:03 PDT 2019,Fri Apr 12 12:56:29 PDT 2019,Mon Apr 15 12:56:29 PDT 2019,,,,26,0% (0/0),0% (0/0),0% (0/0),RIDICULOUS ROSE (Where the Sidewalk Ends),"Her mama said, “Don’t eat with your fingers.”<br>“OK,” said Ridiculous Rose,<br>So she ate with her toes.",fingers,ridiculous,toes,Funny,,
33TGB4G0LPWP0XHHDL8OW6I3453TXB,3XJ64T7AMS3U1PLAX8HIE2XMD8HTWW,Poem Analysis,Read a poem and determine its mood and some key words.,"Poetry, poem, mood, keywords, text",$0.01 ,Fri Apr 12 11:14:09 PDT 2019,3,BatchId:3605104;OriginalHitTemplateId:928390877;,3600,259200,Fri Apr 19 11:14:09 PDT 2019,,,3Z9WI9EOZ03WY8P94AHCGC32D6NKH5,A39BR7NYRDWC01,Submitted,Fri Apr 12 14:57:33 PDT 2019,Fri Apr 12 14:58:58 PDT 2019,Mon Apr 15 14:58:58 PDT 2019,,,,85,0% (0/0),0% (0/0),0% (0/0),RIDICULOUS ROSE (Where the Sidewalk Ends),"Her mama said, “Don’t eat with your fingers.”<br>“OK,” said Ridiculous Rose,<br>So she ate with her toes.",rose,toes,eating,Neutral,,
3X2YVV51PUJ92D0I1XSSOHL13K71WI,3XJ64T7AMS3U1PLAX8HIE2XMD8HTWW,Poem Analysis,Read a poem and determine its mood and some key words.,"Poetry, poem, mood, keywords, text",$0.01 ,Fri Apr 12 11:14:09 PDT 2019,3,BatchId:3605104;OriginalHitTemplateId:928390877;,3600,259200,Fri Apr 19 11:14:09 PDT 2019,,,33OOO72IVI04KJ4GCRH36CTIJRMTCO,A3UOS4W5OWXDJQ,Submitted,Fri Apr 12 15:48:32 PDT 2019,Fri Apr 12 15:49:01 PDT 2019,Mon Apr 15 15:49:01 PDT 2019,,,,29,0% (0/0),0% (0/0),0% (0/0),MONSTERS I’VE MET (A Light in the Attic),"I met a ghost, but he didn’t want my head,<br>He only wanted to know the way to Denver.<br>I met a devil, but he didn’t want my soul,<br>He only wanted to borrow my bike awhile.<br>I met a vampire, but he didn’t want my blood,<br>He only wanted to nickels for a dime.<br>I keep meeting all the right people—<br>At all the wrong times.",ghost,meeting,wrong,Sad,,
3X2YVV51PUJ92D0I1XSSOHL13K71WI,3XJ64T7AMS3U1PLAX8HIE2XMD8HTWW,Poem Analysis,Read a poem and determine its mood and some key words.,"Poetry, poem, mood, keywords, text",$0.01 ,Fri Apr 12 11:14:09 PDT 2019,3,BatchId:3605104;OriginalHitTemplateId:928390877;,3600,259200,Fri Apr 19 11:14:09 PDT 2019,,,39OWYR0EPL674HNKDZU3MZ60V5ZFYB,AG3JMJ1DTXC89,Submitted,Fri Apr 12 13:54:09 PDT 2019,Fri Apr 12 13:54:53 PDT 2019,Mon Apr 15 13:54:53 PDT 2019,,,,44,0% (0/0),0% (0/0),0% (0/0),MONSTERS I’VE MET (A Light in the Attic),"I met a ghost, but he didn’t want my head,<br>He only wanted to know the way to Denver.<br>I met a devil, but he didn’t want my soul,<br>He only wanted to borrow my bike awhile.<br>I met a vampire, but he didn’t want my blood,<br>He only wanted to nickels for a dime.<br>I keep meeting all the right people—<br>At all the wrong times.",ghost,devil,vampire,Funny,,
3X2YVV51PUJ92D0I1XSSOHL13K71WI,3XJ64T7AMS3U1PLAX8HIE2XMD8HTWW,Poem Analysis,Read a poem and determine its mood and some key words.,"Poetry, poem, mood, keywords, text",$0.01 ,Fri Apr 12 11:14:09 PDT 2019,3,BatchId:3605104;OriginalHitTemplateId:928390877;,3600,259200,Fri Apr 19 11:14:09 PDT 2019,,,3J88R45B2HDUVPM4M646FFDVV4NXPJ,AMZ59DGY7I2ZI,Submitted,Fri Apr 12 11:55:54 PDT 2019,Fri Apr 12 11:57:09 PDT 2019,Mon Apr 15 11:57:09 PDT 2019,,,,75,0% (0/0),0% (0/0),0% (0/0),MONSTERS I’VE MET (A Light in the Attic),"I met a ghost, but he didn’t want my head,<br>He only wanted to know the way to Denver.<br>I met a devil, but he didn’t want my soul,<br>He only wanted to borrow my bike awhile.<br>I met a vampire, but he didn’t want my blood,<br>He only wanted to nickels for a dime.<br>I keep meeting all the right people—<br>At all the wrong times.",ghost,devil,vampire,Funny,,
36AZSFEYZ4FX0MI5DKGL8RFWINWBV1,3XJ64T7AMS3U1PLAX8HIE2XMD8HTWW,Poem Analysis,Read a poem and determine its mood and some key words.,"Poetry, poem, mood, keywords, text",$0.01 ,Fri Apr 12 11:14:10 PDT 2019,3,BatchId:3605104;OriginalHitTemplateId:928390877;,3600,259200,Fri Apr 19 11:14:10 PDT 2019,,,3634BBTX0P9LEH8F9H800BCC5LXIF2,AMZ59DGY7I2ZI,Submitted,Fri Apr 12 11:58:07 PDT 2019,Fri Apr 12 11:58:32 PDT 2019,Mon Apr 15 11:58:32 PDT 2019,,,,25,0% (0/0),0% (0/0),0% (0/0),EARLY BIRD (Where the Sidewalk Ends),"Oh, if you’re a bird, be an early bird<br>And catch the worm for your breakfast plate.<br>If you’re a bird, be an early bird—<br>But if you’re a worm, sleep late.",early,bird,worm,Funny,,
36AZSFEYZ4FX0MI5DKGL8RFWINWBV1,3XJ64T7AMS3U1PLAX8HIE2XMD8HTWW,Poem Analysis,Read a poem and determine its mood and some key words.,"Poetry, poem, mood, keywords, text",$0.01 ,Fri Apr 12 11:14:10 PDT 2019,3,BatchId:3605104;OriginalHitTemplateId:928390877;,3600,259200,Fri Apr 19 11:14:10 PDT 2019,,,3IQ1VMJRYUZX7PY4U7GV9H2IPGX9AZ,AQ4Q9VI9T1T7O,Submitted,Fri Apr 12 13:45:17 PDT 2019,Fri Apr 12 13:45:38 PDT 2019,Mon Apr 15 13:45:38 PDT 2019,,,,21,0% (0/0),0% (0/0),0% (0/0),EARLY BIRD (Where the Sidewalk Ends),"Oh, if you’re a bird, be an early bird<br>And catch the worm for your breakfast plate.<br>If you’re a bird, be an early bird—<br>But if you’re a worm, sleep late.",bird,plate,worm,Funny,,
36AZSFEYZ4FX0MI5DKGL8RFWINWBV1,3XJ64T7AMS3U1PLAX8HIE2XMD8HTWW,Poem Analysis,Read a poem and determine its mood and some key words.,"Poetry, poem, mood, keywords, text",$0.01 ,Fri Apr 12 11:14:10 PDT 2019,3,BatchId:3605104;OriginalHitTemplateId:928390877;,3600,259200,Fri Apr 19 11:14:10 PDT 2019,,,3K772S5NP9QTC8XZ8O69IHQXT71EHL,A2AV3RBSUUG7KB,Submitted,Fri Apr 12 11:37:01 PDT 2019,Fri Apr 12 11:37:16 PDT 2019,Mon Apr 15 11:37:16 PDT 2019,,,,15,0% (0/0),0% (0/0),0% (0/0),EARLY BIRD (Where the Sidewalk Ends),"Oh, if you’re a bird, be an early bird<br>And catch the worm for your breakfast plate.<br>If you’re a bird, be an early bird—<br>But if you’re a worm, sleep late.",bird,worm,sleep,Funny,,
3H1C3QRA01YZ8GOPWUN6J7XS0DTEC5,3XJ64T7AMS3U1PLAX8HIE2XMD8HTWW,Poem Analysis,Read a poem and determine its mood and some key words.,"Poetry, poem, mood, keywords, text",$0.01 ,Fri Apr 12 11:14:10 PDT 2019,3,BatchId:3605104;OriginalHitTemplateId:928390877;,3600,259200,Fri Apr 19 11:14:10 PDT 2019,,,3FIJLY1B6VJDV3VJMCYK98DOR2BFP0,A2C7EYRPWL8B3L,Submitted,Fri Apr 12 16:47:35 PDT 2019,Fri Apr 12 16:48:09 PDT 2019,Mon Apr 15 16:48:09 PDT 2019,,,,34,0% (0/0),0% (0/0),0% (0/0),JAKE SAYS (Every Thing On It),"Yes, I'm adopted.<br>My folks were not blessed<br>With me in the usual way.<br>But they picked me,<br>They chose me<br>From all the rest,<br>Which is lots more than most kids can say.",adopted,chose,kids,Happy,,
3H1C3QRA01YZ8GOPWUN6J7XS0DTEC5,3XJ64T7AMS3U1PLAX8HIE2XMD8HTWW,Poem Analysis,Read a poem and determine its mood and some key words.,"Poetry, poem, mood, keywords, text",$0.01 ,Fri Apr 12 11:14:10 PDT 2019,3,BatchId:3605104;OriginalHitTemplateId:928390877;,3600,259200,Fri Apr 19 11:14:10 PDT 2019,,,3P4MQ7TPPYRLESITY5UNVYHEVXKBB3,AMZ59DGY7I2ZI,Submitted,Fri Apr 12 11:50:23 PDT 2019,Fri Apr 12 11:51:06 PDT 2019,Mon Apr 15 11:51:06 PDT 2019,,,,43,0% (0/0),0% (0/0),0% (0/0),JAKE SAYS (Every Thing On It),"Yes, I'm adopted.<br>My folks were not blessed<br>With me in the usual way.<br>But they picked me,<br>They chose me<br>From all the rest,<br>Which is lots more than most kids can say.",foks,adopted,me,Happy,,
3H1C3QRA01YZ8GOPWUN6J7XS0DTEC5,3XJ64T7AMS3U1PLAX8HIE2XMD8HTWW,Poem Analysis,Read a poem and determine its mood and some key words.,"Poetry, poem, mood, keywords, text",$0.01 ,Fri Apr 12 11:14:10 PDT 2019,3,BatchId:3605104;OriginalHitTemplateId:928390877;,3600,259200,Fri Apr 19 11:14:10 PDT 2019,,,3WLEIWSYHPW1HSLJF4B8GGH8W6DH2S,A3UOS4W5OWXDJQ,Submitted,Fri Apr 12 15:36:51 PDT 2019,Fri Apr 12 15:37:10 PDT 2019,Mon Apr 15 15:37:10 PDT 2019,,,,19,0% (0/0),0% (0/0),0% (0/0),JAKE SAYS (Every Thing On It),"Yes, I'm adopted.<br>My folks were not blessed<br>With me in the usual way.<br>But they picked me,<br>They chose me<br>From all the rest,<br>Which is lots more than most kids can say.",adopted,blessed,kids,Happy,,
34OWYT6U3WW9QNJ8GT362WUCMLX9IS,3XJ64T7AMS3U1PLAX8HIE2XMD8HTWW,Poem Analysis,Read a poem and determine its mood and some key words.,"Poetry, poem, mood, keywords, text",$0.01 ,Fri Apr 12 11:14:10 PDT 2019,3,BatchId:3605104;OriginalHitTemplateId:928390877;,3600,259200,Fri Apr 19 11:14:10 PDT 2019,,,345LHZDEDY7V7WNMJ3WCI5BQWQRU3P,AKSMNG60M0QN9,Submitted,Fri Apr 12 13:02:13 PDT 2019,Fri Apr 12 13:04:08 PDT 2019,Mon Apr 15 13:04:08 PDT 2019,,,,115,0% (0/0),0% (0/0),0% (0/0),COLORS (Where the Sidewalk Ends),"My skin is kind of sort of brownish<br>Pinkish yellowish white.<br>My eyes are grayish blueish green,<br>But I’m told they look orange in the night.<br>My hair is reddish blondish brown,<br>But it’s silver when it’s wet.<br>And all the colors I am inside<br>Have not been invented yet.",invented,inside,eyes,Neutral,,
34OWYT6U3WW9QNJ8GT362WUCMLX9IS,3XJ64T7AMS3U1PLAX8HIE2XMD8HTWW,Poem Analysis,Read a poem and determine its mood and some key words.,"Poetry, poem, mood, keywords, text",$0.01 ,Fri Apr 12 11:14:10 PDT 2019,3,BatchId:3605104;OriginalHitTemplateId:928390877;,3600,259200,Fri Apr 19 11:14:10 PDT 2019,,,3GLB5JMZFYAAK6OOSND7RZWBEVPDGU,AMZ59DGY7I2ZI,Submitted,Fri Apr 12 11:59:57 PDT 2019,Fri Apr 12 12:00:38 PDT 2019,Mon Apr 15 12:00:38 PDT 2019,,,,41,0% (0/0),0% (0/0),0% (0/0),COLORS (Where the Sidewalk Ends),"My skin is kind of sort of brownish<br>Pinkish yellowish white.<br>My eyes are grayish blueish green,<br>But I’m told they look orange in the night.<br>My hair is reddish blondish brown,<br>But it’s silver when it’s wet.<br>And all the colors I am inside<br>Have not been invented yet.",skin,hair,color,Sad,,
34OWYT6U3WW9QNJ8GT362WUCMLX9IS,3XJ64T7AMS3U1PLAX8HIE2XMD8HTWW,Poem Analysis,Read a poem and determine its mood and some key words.,"Poetry, poem, mood, keywords, text",$0.01 ,Fri Apr 12 11:14:10 PDT 2019,3,BatchId:3605104;OriginalHitTemplateId:928390877;,3600,259200,Fri Apr 19 11:14:10 PDT 2019,,,3IKZ72A5B5VDSIJ66XLS5J8TRLRNFP,AQ4Q9VI9T1T7O,Submitted,Fri Apr 12 13:46:32 PDT 2019,Fri Apr 12 13:47:14 PDT 2019,Mon Apr 15 13:47:14 PDT 2019,,,,42,0% (0/0),0% (0/0),0% (0/0),COLORS (Where the Sidewalk Ends),"My skin is kind of sort of brownish<br>Pinkish yellowish white.<br>My eyes are grayish blueish green,<br>But I’m told they look orange in the night.<br>My hair is reddish blondish brown,<br>But it’s silver when it’s wet.<br>And all the colors I am inside<br>Have not been invented yet.",skin,hair,color,Neutral,,
3LB1BGHFL2BE027RIHUQFKPC6BXTYH,3XJ64T7AMS3U1PLAX8HIE2XMD8HTWW,Poem Analysis,Read a poem and determine its mood and some key words.,"Poetry, poem, mood, keywords, text",$0.01 ,Fri Apr 12 11:14:10 PDT 2019,3,BatchId:3605104;OriginalHitTemplateId:928390877;,3600,259200,Fri Apr 19 11:14:10 PDT 2019,,,37U1UTWH9W1PS11BRQW34BWH5D38RF,AMZ59DGY7I2ZI,Submitted,Fri Apr 12 12:02:58 PDT 2019,Fri Apr 12 12:03:33 PDT 2019,Mon Apr 15 12:03:33 PDT 2019,,,,35,0% (0/0),0% (0/0),0% (0/0),MAGIC (Where the Sidewalk Ends),"Sandra’s seen a leprechaun,<br>Eddie touched a troll,<br>Laurie danced with witches once,<br>Charlie found some goblins’ gold.<br>Donald heard a mermaid sing,<br>Susy spied an elf,<br>But all the magic I have known<br>I’ve had to make myself.",leprechaun,troll,magic,Happy,,
3LB1BGHFL2BE027RIHUQFKPC6BXTYH,3XJ64T7AMS3U1PLAX8HIE2XMD8HTWW,Poem Analysis,Read a poem and determine its mood and some key words.,"Poetry, poem, mood, keywords, text",$0.01 ,Fri Apr 12 11:14:10 PDT 2019,3,BatchId:3605104;OriginalHitTemplateId:928390877;,3600,259200,Fri Apr 19 11:14:10 PDT 2019,,,3IOEN3P9S8YEVIJ60HKQE6IDVM316E,A21L4EEQE4QUGQ,Submitted,Fri Apr 12 14:40:28 PDT 2019,Fri Apr 12 14:40:54 PDT 2019,Mon Apr 15 14:40:54 PDT 2019,,,,26,0% (0/0),0% (0/0),0% (0/0),MAGIC (Where the Sidewalk Ends),"Sandra’s seen a leprechaun,<br>Eddie touched a troll,<br>Laurie danced with witches once,<br>Charlie found some goblins’ gold.<br>Donald heard a mermaid sing,<br>Susy spied an elf,<br>But all the magic I have known<br>I’ve had to make myself.",magic,make,myself,Neutral,,
3LB1BGHFL2BE027RIHUQFKPC6BXTYH,3XJ64T7AMS3U1PLAX8HIE2XMD8HTWW,Poem Analysis,Read a poem and determine its mood and some key words.,"Poetry, poem, mood, keywords, text",$0.01 ,Fri Apr 12 11:14:10 PDT 2019,3,BatchId:3605104;OriginalHitTemplateId:928390877;,3600,259200,Fri Apr 19 11:14:10 PDT 2019,,,3NS0A6KXC5NDN7TKK524IRFE2E3ZGL,AG3JMJ1DTXC89,Submitted,Fri Apr 12 13:55:11 PDT 2019,Fri Apr 12 13:55:50 PDT 2019,Mon Apr 15 13:55:50 PDT 2019,,,,39,0% (0/0),0% (0/0),0% (0/0),MAGIC (Where the Sidewalk Ends),"Sandra’s seen a leprechaun,<br>Eddie touched a troll,<br>Laurie danced with witches once,<br>Charlie found some goblins’ gold.<br>Donald heard a mermaid sing,<br>Susy spied an elf,<br>But all the magic I have known<br>I’ve had to make myself.",troll,mermaids,magic,Happy,,
3CZH926SICTWDCBA3FHO09L480C4EI,3XJ64T7AMS3U1PLAX8HIE2XMD8HTWW,Poem Analysis,Read a poem and determine its mood and some key words.,"Poetry, poem, mood, keywords, text",$0.01 ,Fri Apr 12 11:14:10 PDT 2019,3,BatchId:3605104;OriginalHitTemplateId:928390877;,3600,259200,Fri Apr 19 11:14:10 PDT 2019,,,3DEL4X4EL70O43E5DT0PS667ZBRXYI,A3UOS4W5OWXDJQ,Submitted,Fri Apr 12 15:39:19 PDT 2019,Fri Apr 12 15:39:43 PDT 2019,Mon Apr 15 15:39:43 PDT 2019,,,,24,0% (0/0),0% (0/0),0% (0/0),LITTLE PIG’S TREAT (Falling Up),"Said the pig to his pop,<br>“There’s the candy shop.<br>Oh, please let’s go inside.<br>And I promise I won’t<br>Make a kid of myself<br>If you give me a people-back ride.”",candy,people-back,pig,Neutral,,
3CZH926SICTWDCBA3FHO09L480C4EI,3XJ64T7AMS3U1PLAX8HIE2XMD8HTWW,Poem Analysis,Read a poem and determine its mood and some key words.,"Poetry, poem, mood, keywords, text",$0.01 ,Fri Apr 12 11:14:10 PDT 2019,3,BatchId:3605104;OriginalHitTemplateId:928390877;,3600,259200,Fri Apr 19 11:14:10 PDT 2019,,,3LEP4MGT3HFETPGDC1LTQO5EYIVBD9,A3I8RWRXJNRW2V,Submitted,Fri Apr 12 11:32:51 PDT 2019,Fri Apr 12 11:33:20 PDT 2019,Mon Apr 15 11:33:20 PDT 2019,,,,29,0% (0/0),0% (0/0),0% (0/0),LITTLE PIG’S TREAT (Falling Up),"Said the pig to his pop,<br>“There’s the candy shop.<br>Oh, please let’s go inside.<br>And I promise I won’t<br>Make a kid of myself<br>If you give me a people-back ride.”",pig,pop,candy,Happy,,
3CZH926SICTWDCBA3FHO09L480C4EI,3XJ64T7AMS3U1PLAX8HIE2XMD8HTWW,Poem Analysis,Read a poem and determine its mood and some key words.,"Poetry, poem, mood, keywords, text",$0.01 ,Fri Apr 12 11:14:10 PDT 2019,3,BatchId:3605104;OriginalHitTemplateId:928390877;,3600,259200,Fri Apr 19 11:14:10 PDT 2019,,,3YJ6NA41JCVT05HF52P5O65GK6DJPM,AMZ59DGY7I2ZI,Submitted,Fri Apr 12 12:20:41 PDT 2019,Fri Apr 12 12:21:08 PDT 2019,Mon Apr 15 12:21:08 PDT 2019,,,,27,0% (0/0),0% (0/0),0% (0/0),LITTLE PIG’S TREAT (Falling Up),"Said the pig to his pop,<br>“There’s the candy shop.<br>Oh, please let’s go inside.<br>And I promise I won’t<br>Make a kid of myself<br>If you give me a people-back ride.”",pig,kid,pop,Funny,,
